region_code,full_name,name_depth,code_depth,children_count,has_children
531050,인천>계양구>병방동,3,3,0,0
531051,인천>계양구>방축동,3,3,0,0
531052,인천>계양구>박촌동,3,3,0,0
531053,인천>계양구>동양동,3,3,0,0
531054,인천>계양구>귤현동,3,3,0,0
531055,인천>계양구>상야동,3,3,0,0
531056,인천>계양구>하야동,3,3,0,0
531057,인천>계양구>평동,3,3,0,0
531058,인천>계양구>노오지동,3,3,0,0
531059,인천>계양구>선주지동,3,3,0,0
531060,인천>계양구>이화동,3,3,0,0
531061,인천>계양구>오류동,3,3,0,0
531062,인천>계양구>갈현동,3,3,0,0
531063,인천>계양구>둑실동,3,3,0,0
531064,인천>계양구>목상동,3,3,0,0
531065,인천>계양구>다남동,3,3,0,0
531066,인천>계양구>장기동,3,3,0,0
531068,인천>서구>백석동,3,3,0,0
531069,인천>서구>시천동,3,3,0,0
531070,인천>서구>검암동,3,3,0,0
531071,인천>서구>경서동,3,3,0,0
531072,인천>서구>공촌동,3,3,0,0
531073,인천>서구>연희동,3,3,0,0
531074,인천>서구>심곡동,3,3,0,0
531075,인천>서구>가정동,3,3,0,0
531076,인천>서구>신현동,3,3,0,0
531077,인천>서구>석남동,3,3,0,0
531078,인천>서구>원창동,3,3,0,0
531079,인천>서구>가좌동,3,3,0,0
531080,인천>서구>마전동,3,3,0,0
531081,인천>서구>당하동,3,3,0,0
531082,인천>서구>원당동,3,3,0,0
531083,인천>서구>대곡동,3,3,0,0
531084,인천>서구>금곡동,3,3,0,0
531085,인천>서구>오류동,3,3,0,0
531086,인천>서구>왕길동,3,3,0,0
531087,인천>서구>불로동,3,3,0,0
531088,인천>서구>청라동,3,3,0,0
531090,인천>강화군>강화읍,3,3,0,0
531091,인천>강화군>선원면,3,3,0,0
531092,인천>강화군>불은면,3,3,0,0
531093,인천>강화군>길상면,3,3,0,0
531094,인천>강화군>화도면,3,3,0,0
531095,인천>강화군>양도면,3,3,0,0
531096,인천>강화군>내가면,3,3,0,0
531097,인천>강화군>하점면,3,3,0,0
531098,인천>강화군>양사면,3,3,0,0
531099,인천>강화군>송해면,3,3,0,0
531100,인천>강화군>교동면,3,3,0,0
531101,인천>강화군>삼산면,3,3,0,0
531102,인천>강화군>서도면,3,3,0,0
531104,인천>옹진군>북도면,3,3,0,0
531105,인천>옹진군>백령면,3,3,0,0
531106,인천>옹진군>대청면,3,3,0,0
531107,인천>옹진군>덕적면,3,3,0,0
531108,인천>옹진군>영흥면,3,3,0,0
531109,인천>옹진군>자월면,3,3,0,0
531110,인천>옹진군>연평면,3,3,0,0
531113,광주>동구>대인동,3,3,0,0
531114,광주>동구>금남로5가,3,3,0,0
531115,광주>동구>충장로5가,3,3,0,0
531116,광주>동구>수기동,3,3,0,0
531117,광주>동구>대의동,3,3,0,0
531118,광주>동구>궁동,3,3,0,0
531119,광주>동구>장동,3,3,0,0
531120,광주>동구>동명동,3,3,0,0
531121,광주>동구>계림동,3,3,0,0
531122,광주>동구>산수동,3,3,0,0
531123,광주>동구>지산동,3,3,0,0
531124,광주>동구>남동,3,3,0,0
531125,광주>동구>광산동,3,3,0,0
531126,광주>동구>금동,3,3,0,0
531127,광주>동구>호남동,3,3,0,0
531128,광주>동구>불로동,3,3,0,0
531129,광주>동구>황금동,3,3,0,0
531130,광주>동구>서석동,3,3,0,0
531131,광주>동구>소태동,3,3,0,0
531132,광주>동구>용연동,3,3,0,0
531133,광주>동구>운림동,3,3,0,0
531134,광주>동구>학동,3,3,0,0
531135,광주>동구>월남동,3,3,0,0
531136,광주>동구>선교동,3,3,0,0
531137,광주>동구>내남동,3,3,0,0
531138,광주>동구>용산동,3,3,0,0
531139,광주>동구>충장로1가,3,3,0,0
531140,광주>동구>충장로2가,3,3,0,0
531141,광주>동구>충장로3가,3,3,0,0
531142,광주>동구>충장로4가,3,3,0,0
531143,광주>동구>금남로1가,3,3,0,0
531144,광주>동구>금남로2가,3,3,0,0
531145,광주>동구>금남로3가,3,3,0,0
531146,광주>동구>금남로4가,3,3,0,0
531148,광주>서구>양동,3,3,0,0
531149,광주>서구>농성동,3,3,0,0
531150,광주>서구>광천동,3,3,0,0
531151,광주>서구>유촌동,3,3,0,0
531152,광주>서구>덕흥동,3,3,0,0
531153,광주>서구>쌍촌동,3,3,0,0
531154,광주>서구>화정동,3,3,0,0
531155,광주>서구>치평동,3,3,0,0
531156,광주>서구>내방동,3,3,0,0
531157,광주>서구>서창동,3,3,0,0
531158,광주>서구>세하동,3,3,0,0
531159,광주>서구>용두동,3,3,0,0
531160,광주>서구>풍암동,3,3,0,0
531161,광주>서구>벽진동,3,3,0,0
531162,광주>서구>금호동,3,3,0,0
531163,광주>서구>마륵동,3,3,0,0
531164,광주>서구>매월동,3,3,0,0
531165,광주>서구>동천동,3,3,0,0
531167,광주>남구>사동,3,3,0,0
531168,광주>남구>구동,3,3,0,0
531169,광주>남구>서동,3,3,0,0
531170,광주>남구>월산동,3,3,0,0
531171,광주>남구>백운동,3,3,0,0
531172,광주>남구>주월동,3,3,0,0
531173,광주>남구>노대동,3,3,0,0
531174,광주>남구>진월동,3,3,0,0
531175,광주>남구>덕남동,3,3,0,0
531176,광주>남구>행암동,3,3,0,0
531177,광주>남구>임암동,3,3,0,0
531178,광주>남구>송하동,3,3,0,0
531179,광주>남구>양림동,3,3,0,0
531180,광주>남구>방림동,3,3,0,0
531181,광주>남구>봉선동,3,3,0,0
531182,광주>남구>구소동,3,3,0,0
531183,광주>남구>양촌동,3,3,0,0
531184,광주>남구>도금동,3,3,0,0
531185,광주>남구>승촌동,3,3,0,0
531186,광주>남구>지석동,3,3,0,0
531187,광주>남구>압촌동,3,3,0,0
531188,광주>남구>화장동,3,3,0,0
531189,광주>남구>칠석동,3,3,0,0
531190,광주>남구>석정동,3,3,0,0
531191,광주>남구>신장동,3,3,0,0
531192,광주>남구>양과동,3,3,0,0
531193,광주>남구>이장동,3,3,0,0
531194,광주>남구>대지동,3,3,0,0
531195,광주>남구>원산동,3,3,0,0
531196,광주>남구>월성동,3,3,0,0
531198,광주>북구>중흥동,3,3,0,0
531199,광주>북구>유동,3,3,0,0
531200,광주>북구>누문동,3,3,0,0
531201,광주>북구>북동,3,3,0,0
531202,광주>북구>임동,3,3,0,0
531203,광주>북구>신안동,3,3,0,0
531204,광주>북구>용봉동,3,3,0,0
531205,광주>북구>동림동,3,3,0,0
531206,광주>북구>운암동,3,3,0,0
531207,광주>북구>우산동,3,3,0,0
531208,광주>북구>풍향동,3,3,0,0
531209,광주>북구>문흥동,3,3,0,0
531210,광주>북구>각화동,3,3,0,0
531211,광주>북구>두암동,3,3,0,0
531212,광주>북구>오치동,3,3,0,0
531213,광주>북구>삼각동,3,3,0,0
531214,광주>북구>매곡동,3,3,0,0
531215,광주>북구>충효동,3,3,0,0
531216,광주>북구>덕의동,3,3,0,0
531217,광주>북구>금곡동,3,3,0,0
531218,광주>북구>망월동,3,3,0,0
531219,광주>북구>청풍동,3,3,0,0
531220,광주>북구>화암동,3,3,0,0
531221,광주>북구>장등동,3,3,0,0
531222,광주>북구>운정동,3,3,0,0
531223,광주>북구>본촌동,3,3,0,0
531224,광주>북구>일곡동,3,3,0,0
531225,광주>북구>양산동,3,3,0,0
531226,광주>북구>연제동,3,3,0,0
531227,광주>북구>신용동,3,3,0,0
531228,광주>북구>용두동,3,3,0,0
531229,광주>북구>지야동,3,3,0,0
531230,광주>북구>태령동,3,3,0,0
531231,광주>북구>수곡동,3,3,0,0
531232,광주>북구>효령동,3,3,0,0
531233,광주>북구>용전동,3,3,0,0
531234,광주>북구>용강동,3,3,0,0
531235,광주>북구>생용동,3,3,0,0
531236,광주>북구>월출동,3,3,0,0
531237,광주>북구>대촌동,3,3,0,0
531238,광주>북구>오룡동,3,3,0,0
531240,광주>광산구>송정동,3,3,0,0
531241,광주>광산구>도산동,3,3,0,0
531242,광주>광산구>도호동,3,3,0,0
531243,광주>광산구>신촌동,3,3,0,0
531244,광주>광산구>서봉동,3,3,0,0
531245,광주>광산구>운수동,3,3,0,0
531246,광주>광산구>선암동,3,3,0,0
531247,광주>광산구>소촌동,3,3,0,0
531248,광주>광산구>우산동,3,3,0,0
531249,광주>광산구>황룡동,3,3,0,0
531250,광주>광산구>박호동,3,3,0,0
531251,광주>광산구>비아동,3,3,0,0
531252,광주>광산구>도천동,3,3,0,0
531253,광주>광산구>수완동,3,3,0,0
531254,광주>광산구>월계동,3,3,0,0
531255,광주>광산구>쌍암동,3,3,0,0
531256,광주>광산구>산월동,3,3,0,0
531257,광주>광산구>신창동,3,3,0,0
531258,광주>광산구>신가동,3,3,0,0
531259,광주>광산구>운남동,3,3,0,0
531260,광주>광산구>안청동,3,3,0,0
531261,광주>광산구>진곡동,3,3,0,0
531262,광주>광산구>장덕동,3,3,0,0
531263,광주>광산구>흑석동,3,3,0,0
531264,광주>광산구>하남동,3,3,0,0
531265,광주>광산구>장수동,3,3,0,0
531266,광주>광산구>산정동,3,3,0,0
531267,광주>광산구>월곡동,3,3,0,0
531268,광주>광산구>등임동,3,3,0,0
531269,광주>광산구>산막동,3,3,0,0
531270,광주>광산구>고룡동,3,3,0,0
531271,광주>광산구>신룡동,3,3,0,0
531272,광주>광산구>두정동,3,3,0,0
531273,광주>광산구>임곡동,3,3,0,0
531274,광주>광산구>광산동,3,3,0,0
531275,광주>광산구>오산동,3,3,0,0
531276,광주>광산구>사호동,3,3,0,0
531277,광주>광산구>하산동,3,3,0,0
531278,광주>광산구>유계동,3,3,0,0
531279,광주>광산구>본덕동,3,3,0,0
531280,광주>광산구>용봉동,3,3,0,0
531281,광주>광산구>요기동,3,3,0,0
531282,광주>광산구>복룡동,3,3,0,0
531283,광주>광산구>송대동,3,3,0,0
531284,광주>광산구>옥동,3,3,0,0
531285,광주>광산구>월전동,3,3,0,0
531286,광주>광산구>장록동,3,3,0,0
531287,광주>광산구>송촌동,3,3,0,0
531288,광주>광산구>지죽동,3,3,0,0
531289,광주>광산구>용동,3,3,0,0
531290,광주>광산구>용곡동,3,3,0,0
531291,광주>광산구>지정동,3,3,0,0
531292,광주>광산구>명화동,3,3,0,0
531293,광주>광산구>동산동,3,3,0,0
531294,광주>광산구>연산동,3,3,0,0
531295,광주>광산구>도덕동,3,3,0,0
531296,광주>광산구>송산동,3,3,0,0
531297,광주>광산구>지평동,3,3,0,0
531298,광주>광산구>오운동,3,3,0,0
531299,광주>광산구>삼거동,3,3,0,0
531300,광주>광산구>양동,3,3,0,0
531301,광주>광산구>내산동,3,3,0,0
531302,광주>광산구>대산동,3,3,0,0
531303,광주>광산구>송학동,3,3,0,0
531304,광주>광산구>신동,3,3,0,0
531305,광주>광산구>삼도동,3,3,0,0
531306,광주>광산구>남산동,3,3,0,0
531307,광주>광산구>송치동,3,3,0,0
531308,광주>광산구>산수동,3,3,0,0
531309,광주>광산구>선동,3,3,0,0
531310,광주>광산구>지산동,3,3,0,0
531311,광주>광산구>왕동,3,3,0,0
531312,광주>광산구>북산동,3,3,0,0
531313,광주>광산구>명도동,3,3,0,0
531314,광주>광산구>동호동,3,3,0,0
531315,광주>광산구>덕림동,3,3,0,0
531316,광주>광산구>양산동,3,3,0,0
531317,광주>광산구>동림동,3,3,0,0
531318,광주>광산구>오선동,3,3,0,0
531321,대전>동구>원동,3,3,0,0
531322,대전>동구>인동,3,3,0,0
531323,대전>동구>효동,3,3,0,0
531324,대전>동구>천동,3,3,0,0
531325,대전>동구>가오동,3,3,0,0
531326,대전>동구>신흥동,3,3,0,0
531327,대전>동구>판암동,3,3,0,0
531328,대전>동구>삼정동,3,3,0,0
531329,대전>동구>용운동,3,3,0,0
531330,대전>동구>대동,3,3,0,0
531331,대전>동구>자양동,3,3,0,0
531332,대전>동구>신안동,3,3,0,0
531333,대전>동구>소제동,3,3,0,0
531334,대전>동구>가양동,3,3,0,0
531335,대전>동구>용전동,3,3,0,0
531336,대전>동구>성남동,3,3,0,0
531337,대전>동구>홍도동,3,3,0,0
531338,대전>동구>삼성동,3,3,0,0
531339,대전>동구>정동,3,3,0,0
531340,대전>동구>중동,3,3,0,0
531341,대전>동구>추동,3,3,0,0
531342,대전>동구>비룡동,3,3,0,0
531343,대전>동구>주산동,3,3,0,0
531344,대전>동구>용계동,3,3,0,0
531345,대전>동구>마산동,3,3,0,0
531346,대전>동구>효평동,3,3,0,0
531347,대전>동구>직동,3,3,0,0
531348,대전>동구>세천동,3,3,0,0
531349,대전>동구>신상동,3,3,0,0
531350,대전>동구>신하동,3,3,0,0
531351,대전>동구>신촌동,3,3,0,0
531352,대전>동구>사성동,3,3,0,0
531353,대전>동구>내탑동,3,3,0,0
531354,대전>동구>오동,3,3,0,0
531355,대전>동구>주촌동,3,3,0,0
531356,대전>동구>낭월동,3,3,0,0
531357,대전>동구>대별동,3,3,0,0
531358,대전>동구>이사동,3,3,0,0
531359,대전>동구>대성동,3,3,0,0
531360,대전>동구>장척동,3,3,0,0
531361,대전>동구>소호동,3,3,0,0
531362,대전>동구>구도동,3,3,0,0
531363,대전>동구>삼괴동,3,3,0,0
531364,대전>동구>상소동,3,3,0,0
531365,대전>동구>하소동,3,3,0,0
531367,대전>중구>은행동,3,3,0,0
531368,대전>중구>선화동,3,3,0,0
531369,대전>중구>목동,3,3,0,0
531370,대전>중구>중촌동,3,3,0,0
531371,대전>중구>대흥동,3,3,0,0
531372,대전>중구>문창동,3,3,0,0
531373,대전>중구>석교동,3,3,0,0
531374,대전>중구>호동,3,3,0,0
531375,대전>중구>옥계동,3,3,0,0
531376,대전>중구>대사동,3,3,0,0
531377,대전>중구>부사동,3,3,0,0
531378,대전>중구>용두동,3,3,0,0
531379,대전>중구>오류동,3,3,0,0
531380,대전>중구>태평동,3,3,0,0
531381,대전>중구>유천동,3,3,0,0
531382,대전>중구>문화동,3,3,0,0
531383,대전>중구>산성동,3,3,0,0
531384,대전>중구>사정동,3,3,0,0
531385,대전>중구>안영동,3,3,0,0
531386,대전>중구>무수동,3,3,0,0
531387,대전>중구>구완동,3,3,0,0
531388,대전>중구>침산동,3,3,0,0
531389,대전>중구>목달동,3,3,0,0
531390,대전>중구>정생동,3,3,0,0
531391,대전>중구>어남동,3,3,0,0
531392,대전>중구>금동,3,3,0,0
531394,대전>서구>복수동,3,3,0,0
531395,대전>서구>변동,3,3,0,0
531396,대전>서구>도마동,3,3,0,0
531397,대전>서구>정림동,3,3,0,0
531398,대전>서구>용문동,3,3,0,0
531399,대전>서구>탄방동,3,3,0,0
531400,대전>서구>삼천동,3,3,0,0
531401,대전>서구>괴정동,3,3,0,0
531402,대전>서구>가장동,3,3,0,0
531403,대전>서구>내동,3,3,0,0
531404,대전>서구>갈마동,3,3,0,0
531405,대전>서구>둔산동,3,3,0,0
531406,대전>서구>월평동,3,3,0,0
531407,대전>서구>가수원동,3,3,0,0
531408,대전>서구>도안동,3,3,0,0
531409,대전>서구>관저동,3,3,0,0
531410,대전>서구>흑석동,3,3,0,0
531411,대전>서구>매노동,3,3,0,0
531412,대전>서구>산직동,3,3,0,0
531413,대전>서구>장안동,3,3,0,0
531414,대전>서구>평촌동,3,3,0,0
531415,대전>서구>오동,3,3,0,0
531416,대전>서구>우명동,3,3,0,0
531417,대전>서구>원정동,3,3,0,0
531418,대전>서구>용촌동,3,3,0,0
531419,대전>서구>봉곡동,3,3,0,0
531420,대전>서구>괴곡동,3,3,0,0
531421,대전>서구>만년동,3,3,0,0
531423,대전>유성구>원내동,3,3,0,0
531424,대전>유성구>교촌동,3,3,0,0
531425,대전>유성구>대정동,3,3,0,0
531426,대전>유성구>용계동,3,3,0,0
531427,대전>유성구>학하동,3,3,0,0
531428,대전>유성구>계산동,3,3,0,0
531429,대전>유성구>성북동,3,3,0,0
531430,대전>유성구>세동,3,3,0,0
531431,대전>유성구>송정동,3,3,0,0
531432,대전>유성구>방동,3,3,0,0
531433,대전>유성구>봉명동,3,3,0,0
531434,대전>유성구>구암동,3,3,0,0
531435,대전>유성구>덕명동,3,3,0,0
531436,대전>유성구>원신흥동,3,3,0,0
531437,대전>유성구>상대동,3,3,0,0
531438,대전>유성구>복용동,3,3,0,0
531439,대전>유성구>장대동,3,3,0,0
531440,대전>유성구>갑동,3,3,0,0
531441,대전>유성구>노은동,3,3,0,0
531442,대전>유성구>지족동,3,3,0,0
531443,대전>유성구>죽동,3,3,0,0
531444,대전>유성구>궁동,3,3,0,0
531445,대전>유성구>어은동,3,3,0,0
531446,대전>유성구>구성동,3,3,0,0
531447,대전>유성구>신성동,3,3,0,0
531448,대전>유성구>가정동,3,3,0,0
531449,대전>유성구>도룡동,3,3,0,0
531450,대전>유성구>장동,3,3,0,0
531451,대전>유성구>방현동,3,3,0,0
531452,대전>유성구>화암동,3,3,0,0
531453,대전>유성구>덕진동,3,3,0,0
531454,대전>유성구>하기동,3,3,0,0
531455,대전>유성구>추목동,3,3,0,0
531456,대전>유성구>자운동,3,3,0,0
531457,대전>유성구>신봉동,3,3,0,0
531458,대전>유성구>수남동,3,3,0,0
531459,대전>유성구>안산동,3,3,0,0
531460,대전>유성구>외삼동,3,3,0,0
531461,대전>유성구>반석동,3,3,0,0
531462,대전>유성구>문지동,3,3,0,0
531463,대전>유성구>전민동,3,3,0,0
531464,대전>유성구>원촌동,3,3,0,0
531465,대전>유성구>탑립동,3,3,0,0
531466,대전>유성구>용산동,3,3,0,0
531467,대전>유성구>봉산동,3,3,0,0
531468,대전>유성구>관평동,3,3,0,0
531469,대전>유성구>송강동,3,3,0,0
531470,대전>유성구>금고동,3,3,0,0
531471,대전>유성구>대동,3,3,0,0
531472,대전>유성구>금탄동,3,3,0,0
531473,대전>유성구>신동,3,3,0,0
531474,대전>유성구>둔곡동,3,3,0,0
531475,대전>유성구>구룡동,3,3,0,0
531477,대전>대덕구>오정동,3,3,0,0
531478,대전>대덕구>대화동,3,3,0,0
531479,대전>대덕구>읍내동,3,3,0,0
531480,대전>대덕구>연축동,3,3,0,0
531481,대전>대덕구>신대동,3,3,0,0
531482,대전>대덕구>와동,3,3,0,0
531483,대전>대덕구>송촌동,3,3,0,0
531484,대전>대덕구>법동,3,3,0,0
531485,대전>대덕구>중리동,3,3,0,0
531486,대전>대덕구>비래동,3,3,0,0
531487,대전>대덕구>석봉동,3,3,0,0
531488,대전>대덕구>목상동,3,3,0,0
531489,대전>대덕구>문평동,3,3,0,0
531490,대전>대덕구>신일동,3,3,0,0
531491,대전>대덕구>덕암동,3,3,0,0
531492,대전>대덕구>상서동,3,3,0,0
531493,대전>대덕구>평촌동,3,3,0,0
531494,대전>대덕구>장동,3,3,0,0
531495,대전>대덕구>용호동,3,3,0,0
531496,대전>대덕구>이현동,3,3,0,0
531497,대전>대덕구>갈전동,3,3,0,0
531498,대전>대덕구>부수동,3,3,0,0
531499,대전>대덕구>황호동,3,3,0,0
531500,대전>대덕구>삼정동,3,3,0,0
531501,대전>대덕구>미호동,3,3,0,0
531502,대전>대덕구>신탄진동,3,3,0,0
531505,울산>중구>학성동,3,3,0,0
531506,울산>중구>학산동,3,3,0,0
531507,울산>중구>복산동,3,3,0,0
531508,울산>중구>북정동,3,3,0,0
531509,울산>중구>옥교동,3,3,0,0
531510,울산>중구>성남동,3,3,0,0
531511,울산>중구>교동,3,3,0,0
531512,울산>중구>우정동,3,3,0,0
531513,울산>중구>성안동,3,3,0,0
531514,울산>중구>유곡동,3,3,0,0
531515,울산>중구>태화동,3,3,0,0
531516,울산>중구>다운동,3,3,0,0
531517,울산>중구>동동,3,3,0,0
531518,울산>중구>서동,3,3,0,0
531519,울산>중구>남외동,3,3,0,0
531520,울산>중구>장현동,3,3,0,0
531521,울산>중구>약사동,3,3,0,0
531522,울산>중구>반구동,3,3,0,0
531524,울산>남구>무거동,3,3,0,0
531525,울산>남구>옥동,3,3,0,0
531526,울산>남구>두왕동,3,3,0,0
531527,울산>남구>신정동,3,3,0,0
531528,울산>남구>달동,3,3,0,0
531529,울산>남구>삼산동,3,3,0,0
531530,울산>남구>여천동,3,3,0,0
531531,울산>남구>야음동,3,3,0,0
531532,울산>남구>선암동,3,3,0,0
531533,울산>남구>상개동,3,3,0,0
531534,울산>남구>부곡동,3,3,0,0
531535,울산>남구>고사동,3,3,0,0
531536,울산>남구>성암동,3,3,0,0
531537,울산>남구>황성동,3,3,0,0
531538,울산>남구>용연동,3,3,0,0
531539,울산>남구>남화동,3,3,0,0
531540,울산>남구>용잠동,3,3,0,0
531541,울산>남구>장생포동,3,3,0,0
531542,울산>남구>매암동,3,3,0,0
531544,울산>동구>방어동,3,3,0,0
531545,울산>동구>화정동,3,3,0,0
531546,울산>동구>일산동,3,3,0,0
531547,울산>동구>전하동,3,3,0,0
531548,울산>동구>미포동,3,3,0,0
531549,울산>동구>주전동,3,3,0,0
531550,울산>동구>동부동,3,3,0,0
531551,울산>동구>서부동,3,3,0,0
531553,울산>북구>창평동,3,3,0,0
531554,울산>북구>호계동,3,3,0,0
531555,울산>북구>매곡동,3,3,0,0
531556,울산>북구>가대동,3,3,0,0
531557,울산>북구>신천동,3,3,0,0
531558,울산>북구>중산동,3,3,0,0
531559,울산>북구>상안동,3,3,0,0
531560,울산>북구>천곡동,3,3,0,0
531561,울산>북구>달천동,3,3,0,0
531562,울산>북구>시례동,3,3,0,0
531563,울산>북구>무룡동,3,3,0,0
531564,울산>북구>구유동,3,3,0,0
531565,울산>북구>정자동,3,3,0,0
531566,울산>북구>신명동,3,3,0,0
531567,울산>북구>대안동,3,3,0,0
531568,울산>북구>당사동,3,3,0,0
531569,울산>북구>신현동,3,3,0,0
531570,울산>북구>산하동,3,3,0,0
531571,울산>북구>어물동,3,3,0,0
531572,울산>북구>명촌동,3,3,0,0
531573,울산>북구>진장동,3,3,0,0
531574,울산>북구>연암동,3,3,0,0
531575,울산>북구>효문동,3,3,0,0
531576,울산>북구>양정동,3,3,0,0
531577,울산>북구>화봉동,3,3,0,0
531578,울산>북구>송정동,3,3,0,0
531579,울산>북구>염포동,3,3,0,0
531581,울산>울주군>온산읍,3,3,0,0
531582,울산>울주군>언양읍,3,3,0,0
531583,울산>울주군>온양읍,3,3,0,0
531584,울산>울주군>범서읍,3,3,0,0
531585,울산>울주군>서생면,3,3,0,0
531586,울산>울주군>청량면,3,3,0,0
531587,울산>울주군>청량읍,3,3,0,0
531588,울산>울주군>웅촌면,3,3,0,0
531589,울산>울주군>두동면,3,3,0,0
531590,울산>울주군>두서면,3,3,0,0
531591,울산>울주군>상북면,3,3,0,0
531592,울산>울주군>삼남면,3,3,0,0
531593,울산>울주군>삼남읍,3,3,0,0
531594,울산>울주군>삼동면,3,3,0,0
531597,세종>반곡동,2,2,0,0
531598,세종>소담동,2,2,0,0
531599,세종>보람동,2,2,0,0
531600,세종>대평동,2,2,0,0
531601,세종>가람동,2,2,0,0
531602,세종>한솔동,2,2,0,0
531603,세종>나성동,2,2,0,0
531604,세종>새롬동,2,2,0,0
531605,세종>다정동,2,2,0,0
531606,세종>어진동,2,2,0,0
531607,세종>종촌동,2,2,0,0
531608,세종>고운동,2,2,0,0
531609,세종>아름동,2,2,0,0
531610,세종>도담동,2,2,0,0
531611,세종>산울동,2,2,0,0
531612,세종>해밀동,2,2,0,0
531613,세종>합강동,2,2,0,0
531614,세종>집현동,2,2,0,0
531615,세종>세종동,2,2,0,0
531616,세종>누리동,2,2,0,0
531617,세종>한별동,2,2,0,0
531618,세종>다솜동,2,2,0,0
531619,세종>용호동,2,2,0,0
531620,세종>조치원읍,2,2,0,0
531621,세종>연기면,2,2,0,0
531622,세종>연동면,2,2,0,0
531623,세종>부강면,2,2,0,0
531624,세종>금남면,2,2,0,0
531625,세종>장군면,2,2,0,0
531626,세종>연서면,2,2,0,0
531627,세종>전의면,2,2,0,0
531628,세종>전동면,2,2,0,0
531629,세종>소정면,2,2,0,0
531635,경기>수원시>장안구>파장동,4,4,0,0
531636,경기>수원시>장안구>정자동,4,4,0,0
531637,경기>수원시>장안구>이목동,4,4,0,0
531638,경기>수원시>장안구>율전동,4,4,0,0
531639,경기>수원시>장안구>천천동,4,4,0,0
531640,경기>수원시>장안구>영화동,4,4,0,0
531641,경기>수원시>장안구>송죽동,4,4,0,0
531642,경기>수원시>장안구>조원동,4,4,0,0
531643,경기>수원시>장안구>연무동,4,4,0,0
531644,경기>수원시>장안구>상광교동,4,4,0,0
531645,경기>수원시>장안구>하광교동,4,4,0,0
531647,경기>수원시>권선구>세류동,4,4,0,0
531648,경기>수원시>권선구>평동,4,4,0,0
531649,경기>수원시>권선구>고색동,4,4,0,0
531650,경기>수원시>권선구>오목천동,4,4,0,0
531651,경기>수원시>권선구>평리동,4,4,0,0
531652,경기>수원시>권선구>서둔동,4,4,0,0
531653,경기>수원시>권선구>구운동,4,4,0,0
531654,경기>수원시>권선구>탑동,4,4,0,0
531655,경기>수원시>권선구>금곡동,4,4,0,0
531656,경기>수원시>권선구>호매실동,4,4,0,0
531657,경기>수원시>권선구>곡반정동,4,4,0,0
531658,경기>수원시>권선구>권선동,4,4,0,0
531659,경기>수원시>권선구>장지동,4,4,0,0
531660,경기>수원시>권선구>대황교동,4,4,0,0
531661,경기>수원시>권선구>입북동,4,4,0,0
531662,경기>수원시>권선구>당수동,4,4,0,0
531664,경기>수원시>팔달구>팔달로1가,4,4,0,0
531665,경기>수원시>팔달구>팔달로2가,4,4,0,0
531666,경기>수원시>팔달구>팔달로3가,4,4,0,0
531667,경기>수원시>팔달구>남창동,4,4,0,0
531668,경기>수원시>팔달구>영동,4,4,0,0
531669,경기>수원시>팔달구>중동,4,4,0,0
531670,경기>수원시>팔달구>구천동,4,4,0,0
531671,경기>수원시>팔달구>남수동,4,4,0,0
531672,경기>수원시>팔달구>매향동,4,4,0,0
531673,경기>수원시>팔달구>북수동,4,4,0,0
531674,경기>수원시>팔달구>신풍동,4,4,0,0
531675,경기>수원시>팔달구>장안동,4,4,0,0
531676,경기>수원시>팔달구>교동,4,4,0,0
531677,경기>수원시>팔달구>매교동,4,4,0,0
531678,경기>수원시>팔달구>매산로1가,4,4,0,0
531679,경기>수원시>팔달구>매산로2가,4,4,0,0
531680,경기>수원시>팔달구>매산로3가,4,4,0,0
531681,경기>수원시>팔달구>고등동,4,4,0,0
531682,경기>수원시>팔달구>화서동,4,4,0,0
531683,경기>수원시>팔달구>지동,4,4,0,0
531684,경기>수원시>팔달구>우만동,4,4,0,0
531685,경기>수원시>팔달구>인계동,4,4,0,0
531687,경기>수원시>영통구>매탄동,4,4,0,0
531688,경기>수원시>영통구>원천동,4,4,0,0
531689,경기>수원시>영통구>이의동,4,4,0,0
531690,경기>수원시>영통구>하동,4,4,0,0
531691,경기>수원시>영통구>영통동,4,4,0,0
531692,경기>수원시>영통구>신동,4,4,0,0
531693,경기>수원시>영통구>망포동,4,4,0,0
531696,경기>성남시>수정구>신흥동,4,4,0,0
531697,경기>성남시>수정구>태평동,4,4,0,0
531698,경기>성남시>수정구>수진동,4,4,0,0
531699,경기>성남시>수정구>단대동,4,4,0,0
531700,경기>성남시>수정구>산성동,4,4,0,0
531701,경기>성남시>수정구>양지동,4,4,0,0
531702,경기>성남시>수정구>복정동,4,4,0,0
531703,경기>성남시>수정구>창곡동,4,4,0,0
531704,경기>성남시>수정구>신촌동,4,4,0,0
531705,경기>성남시>수정구>오야동,4,4,0,0
531706,경기>성남시>수정구>심곡동,4,4,0,0
531707,경기>성남시>수정구>고등동,4,4,0,0
531708,경기>성남시>수정구>상적동,4,4,0,0
531709,경기>성남시>수정구>둔전동,4,4,0,0
531710,경기>성남시>수정구>시흥동,4,4,0,0
531711,경기>성남시>수정구>금토동,4,4,0,0
531712,경기>성남시>수정구>사송동,4,4,0,0
531714,경기>성남시>중원구>성남동,4,4,0,0
531715,경기>성남시>중원구>금광동,4,4,0,0
