region_code,name,lawd_code
530951,항동3가,28110114
530952,항동4가,28110115
530953,항동5가,28110116
530954,항동6가,28110117
530955,항동7가,28110118
530956,송학동1가,28110119
530957,송학동2가,28110120
530958,송학동3가,28110121
530959,사동,28110122
530960,신생동,28110123
530961,신포동,28110124
530962,답동,28110125
530963,신흥동1가,28110126
530964,신흥동2가,28110127
530965,신흥동3가,28110128
530966,선화동,28110129
530967,유동,28110130
530968,율목동,28110131
530969,도원동,28110132
530970,내동,28110133
530971,경동,28110134
530972,용동,28110135
530973,인현동,28110136
530974,전동,28110137
530975,북성동1가,28110138
530976,북성동2가,28110139
530977,북성동3가,28110140
530978,선린동,28110141
530979,송월동1가,28110142
530980,송월동2가,28110143
530981,송월동3가,28110144
530982,중산동,28110145
530983,운남동,28110146
530984,운서동,28110147
530985,운북동,28110148
530986,을왕동,28110149
530987,남북동,28110150
530988,덕교동,28110151
530989,무의동,28110152
530991,만석동,28140101
530992,화수동,28140102
530993,송현동,28140103
530994,화평동,28140104
530995,창영동,28140105
530996,금곡동,28140106
530997,송림동,28140107
530999,숭의동,28170101
531000,용현동,28170102
531001,학익동,28170103
531002,도화동,28170105
531003,주안동,28170106
531004,관교동,28170108
531005,문학동,28170109
531007,숭의동,28177101
531008,용현동,28177102
531009,학익동,28177103
531010,도화동,28177104
531011,주안동,28177105
531012,관교동,28177106
531013,문학동,28177107
531015,옥련동,28185101
531016,선학동,28185102
531017,연수동,28185103
531018,청학동,28185104
531019,동춘동,28185105
531020,송도동,28185106
531022,구월동,28200101
531023,간석동,28200102
531024,만수동,28200103
531025,장수동,28200104
531026,서창동,28200105
531027,운연동,28200106
531028,남촌동,28200107
531029,수산동,28200108
531030,도림동,28200109
531031,논현동,28200110
531032,고잔동,28200111
531034,부평동,28237101
531035,십정동,28237102
531036,산곡동,28237103
531037,청천동,28237104
531038,삼산동,28237105
531039,갈산동,28237106
531040,부개동,28237107
531041,일신동,28237108
531042,구산동,28237109
531044,효성동,28245101
531045,계산동,28245102
531046,작전동,28245103
531047,서운동,28245104
531048,임학동,28245105
531049,용종동,28245106
531050,병방동,28245107
531051,방축동,28245108
531052,박촌동,28245109
531053,동양동,28245110
531054,귤현동,28245111
531055,상야동,28245112
531056,하야동,28245113
531057,평동,28245114
531058,노오지동,28245115
531059,선주지동,28245116
531060,이화동,28245117
531061,오류동,28245118
531062,갈현동,28245119
531063,둑실동,28245120
531064,목상동,28245121
531065,다남동,28245122
531066,장기동,28245123
531068,백석동,28260101
531069,시천동,28260102
531070,검암동,28260103
531071,경서동,28260104
531072,공촌동,28260105
531073,연희동,28260106
531074,심곡동,28260107
531075,가정동,28260108
531076,신현동,28260109
531077,석남동,28260110
531078,원창동,28260111
531079,가좌동,28260112
531080,마전동,28260113
531081,당하동,28260114
531082,원당동,28260115
531083,대곡동,28260117
531084,금곡동,28260118
531085,오류동,28260119
531086,왕길동,28260120
531087,불로동,28260121
531088,청라동,28260122
531090,강화읍,28710250
531091,선원면,28710310
531092,불은면,28710320
531093,길상면,28710330
531094,화도면,28710340
531095,양도면,28710350
531096,내가면,28710360
531097,하점면,28710370
531098,양사면,28710380
531099,송해면,28710390
531100,교동면,28710400
531101,삼산면,28710410
531102,서도면,28710420
531104,북도면,28720310
531105,백령면,28720330
531106,대청면,28720340
531107,덕적면,28720350
531108,영흥면,28720360
531109,자월면,28720370
531110,연평면,28720380
531113,대인동,29110101
531114,금남로5가,29110102
531115,충장로5가,29110103
531116,수기동,29110104
531117,대의동,29110105
531118,궁동,29110106
531119,장동,29110107
531120,동명동,29110108
531121,계림동,29110109
531122,산수동,29110110
531123,지산동,29110111
531124,남동,29110112
531125,광산동,29110113
531126,금동,29110114
531127,호남동,29110115
531128,불로동,29110116
531129,황금동,29110117
531130,서석동,29110118
531131,소태동,29110119
531132,용연동,29110120
531133,운림동,29110121
531134,학동,29110122
531135,월남동,29110123
531136,선교동,29110124
531137,내남동,29110125
531138,용산동,29110126
531139,충장로1가,29110127
531140,충장로2가,29110128
531141,충장로3가,29110129
531142,충장로4가,29110130
531143,금남로1가,29110131
531144,금남로2가,29110132
531145,금남로3가,29110133
531146,금남로4가,29110134
531148,양동,29140104
531149,농성동,29140106
531150,광천동,29140115
531151,유촌동,29140116
531152,덕흥동,29140117
531153,쌍촌동,29140118
531154,화정동,29140119
531155,치평동,29140120
531156,내방동,29140121
531157,서창동,29140125
531158,세하동,29140126
531159,용두동,29140127
531160,풍암동,29140128
531161,벽진동,29140129
531162,금호동,29140130
531163,마륵동,29140131
531164,매월동,29140132
531165,동천동,29140133
531167,사동,29155101
531168,구동,29155102
531169,서동,29155103
531170,월산동,29155104
531171,백운동,29155105
531172,주월동,29155106
531173,노대동,29155107
531174,진월동,29155108
531175,덕남동,29155109
531176,행암동,29155110
531177,임암동,29155111
531178,송하동,29155112
531179,양림동,29155113
531180,방림동,29155114
531181,봉선동,29155115
531182,구소동,29155116
531183,양촌동,29155117
531184,도금동,29155118
531185,승촌동,29155119
531186,지석동,29155120
531187,압촌동,29155121
531188,화장동,29155122
531189,칠석동,29155123
531190,석정동,29155124
531191,신장동,29155125
531192,양과동,29155126
531193,이장동,29155127
531194,대지동,29155128
531195,원산동,29155129
531196,월성동,29155130
531198,중흥동,29170101
531199,유동,29170102
531200,누문동,29170103
531201,북동,29170104
531202,임동,29170105
531203,신안동,29170106
531204,용봉동,29170107
531205,동림동,29170108
531206,운암동,29170109
531207,우산동,29170110
531208,풍향동,29170111
531209,문흥동,29170112
531210,각화동,29170113
531211,두암동,29170114
531212,오치동,29170115
531213,삼각동,29170116
531214,매곡동,29170117
531215,충효동,29170118
531216,덕의동,29170119
531217,금곡동,29170120
531218,망월동,29170121
531219,청풍동,29170122
531220,화암동,29170123
531221,장등동,29170124
531222,운정동,29170125
531223,본촌동,29170126
531224,일곡동,29170127
531225,양산동,29170128
531226,연제동,29170129
531227,신용동,29170130
531228,용두동,29170131
531229,지야동,29170132
531230,태령동,29170133
531231,수곡동,29170134
531232,효령동,29170135
531233,용전동,29170136
531234,용강동,29170137
531235,생용동,29170138
531236,월출동,29170139
531237,대촌동,29170140
531238,오룡동,29170141
531240,송정동,29200101
531241,도산동,29200102
531242,도호동,29200103
531243,신촌동,29200104
531244,서봉동,29200105
531245,운수동,29200106
531246,선암동,29200107
531247,소촌동,29200108
531248,우산동,29200109
531249,황룡동,29200110
531250,박호동,29200111
531251,비아동,29200112
531252,도천동,29200113
531253,수완동,29200114
531254,월계동,29200115
531255,쌍암동,29200116
531256,산월동,29200117
531257,신창동,29200118
531258,신가동,29200119
531259,운남동,29200120
531260,안청동,29200121
531261,진곡동,29200122
531262,장덕동,29200123
531263,흑석동,29200124
531264,하남동,29200125
531265,장수동,29200126
531266,산정동,29200127
531267,월곡동,29200128
531268,등임동,29200129
531269,산막동,29200130
531270,고룡동,29200131
531271,신룡동,29200132
531272,두정동,29200133
531273,임곡동,29200134
531274,광산동,29200135
531275,오산동,29200136
531276,사호동,29200137
531277,하산동,29200138
531278,유계동,29200139
531279,본덕동,29200140
531280,용봉동,29200141
531281,요기동,29200142
531282,복룡동,29200143
531283,송대동,29200144
531284,옥동,29200145
531285,월전동,29200146
531286,장록동,29200147
531287,송촌동,29200148
531288,지죽동,29200149
531289,용동,29200150
531290,용곡동,29200151
531291,지정동,29200152
531292,명화동,29200153
531293,동산동,29200154
531294,연산동,29200155
531295,도덕동,29200156
531296,송산동,29200157
531297,지평동,29200158
531298,오운동,29200159
531299,삼거동,29200160
531300,양동,29200161
531301,내산동,29200162
531302,대산동,29200163
531303,송학동,29200164
531304,신동,29200165
531305,삼도동,29200166
531306,남산동,29200167
531307,송치동,29200168
531308,산수동,29200169
531309,선동,29200170
531310,지산동,29200171
531311,왕동,29200172
531312,북산동,29200173
531313,명도동,29200174
531314,동호동,29200175
531315,덕림동,29200176
531316,양산동,29200177
531317,동림동,29200178
531318,오선동,29200202
531321,원동,30110101
531322,인동,30110102
531323,효동,30110103
531324,천동,30110104
531325,가오동,30110105
531326,신흥동,30110106
531327,판암동,30110107
531328,삼정동,30110108
531329,용운동,30110109
531330,대동,30110110
531331,자양동,30110111
531332,신안동,30110112
531333,소제동,30110113
531334,가양동,30110114
531335,용전동,30110115
531336,성남동,30110116
531337,홍도동,30110117
531338,삼성동,30110118
531339,정동,30110119
531340,중동,30110120
531341,추동,30110121
531342,비룡동,30110122
531343,주산동,30110123
531344,용계동,30110124
531345,마산동,30110125
531346,효평동,30110126
531347,직동,30110127
531348,세천동,30110128
531349,신상동,30110129
531350,신하동,30110130
531351,신촌동,30110131
531352,사성동,30110132
531353,내탑동,30110133
531354,오동,30110134
531355,주촌동,30110135
531356,낭월동,30110136
531357,대별동,30110137
531358,이사동,30110138
531359,대성동,30110139
531360,장척동,30110140
531361,소호동,30110141
531362,구도동,30110142
531363,삼괴동,30110143
531364,상소동,30110144
531365,하소동,30110145
531367,은행동,30140101
531368,선화동,30140102
531369,목동,30140103
531370,중촌동,30140104
531371,대흥동,30140105
531372,문창동,30140106
531373,석교동,30140107
531374,호동,30140108
531375,옥계동,30140109
531376,대사동,30140110
531377,부사동,30140111
531378,용두동,30140112
531379,오류동,30140113
531380,태평동,30140114
531381,유천동,30140115
531382,문화동,30140116
531383,산성동,30140117
531384,사정동,30140118
531385,안영동,30140119
531386,무수동,30140120
531387,구완동,30140121
531388,침산동,30140122
531389,목달동,30140123
531390,정생동,30140124
531391,어남동,30140125
531392,금동,30140126
531394,복수동,30170101
531395,변동,30170102
531396,도마동,30170103
531397,정림동,30170104
531398,용문동,30170105
531399,탄방동,30170106
531400,삼천동,30170107
531401,괴정동,30170108
531402,가장동,30170109
531403,내동,30170110
531404,갈마동,30170111
531405,둔산동,30170112
531406,월평동,30170113
531407,가수원동,30170114
531408,도안동,30170115
531409,관저동,30170116
531410,흑석동,30170117
531411,매노동,30170118
531412,산직동,30170119
531413,장안동,30170120
531414,평촌동,30170121
531415,오동,30170122
531416,우명동,30170123
531417,원정동,30170124
531418,용촌동,30170125
531419,봉곡동,30170126
531420,괴곡동,30170127
531421,만년동,30170128
531423,원내동,30200101
531424,교촌동,30200102
531425,대정동,30200103
531426,용계동,30200104
531427,학하동,30200105
531428,계산동,30200106
531429,성북동,30200107
531430,세동,30200108
531431,송정동,30200109
531432,방동,30200110
531433,봉명동,30200111
531434,구암동,30200112
531435,덕명동,30200113
531436,원신흥동,30200114
531437,상대동,30200115
531438,복용동,30200116
531439,장대동,30200117
531440,갑동,30200118
531441,노은동,30200119
531442,지족동,30200120
531443,죽동,30200121
531444,궁동,30200122
531445,어은동,30200123
531446,구성동,30200124
531447,신성동,30200125
531448,가정동,30200126
531449,도룡동,30200127
531450,장동,30200128
531451,방현동,30200129
531452,화암동,30200130
531453,덕진동,30200131
531454,하기동,30200132
531455,추목동,30200133
531456,자운동,30200134
531457,신봉동,30200135
531458,수남동,30200136
531459,안산동,30200137
531460,외삼동,30200138
531461,반석동,30200139
531462,문지동,30200140
531463,전민동,30200141
531464,원촌동,30200142
531465,탑립동,30200143
531466,용산동,30200144
531467,봉산동,30200145
531468,관평동,30200146
531469,송강동,30200147
531470,금고동,30200148
531471,대동,30200149
531472,금탄동,30200150
531473,신동,30200151
531474,둔곡동,30200152
531475,구룡동,30200153
531477,오정동,30230101
531478,대화동,30230102
531479,읍내동,30230103
531480,연축동,30230104
531481,신대동,30230105
531482,와동,30230106
531483,송촌동,30230107
531484,법동,30230108
531485,중리동,30230109
531486,비래동,30230110
531487,석봉동,30230111
531488,목상동,30230112
531489,문평동,30230113
531490,신일동,30230114
531491,덕암동,30230115
531492,상서동,30230116
531493,평촌동,30230117
531494,장동,30230118
531495,용호동,30230119
531496,이현동,30230120
531497,갈전동,30230121
531498,부수동,30230122
531499,황호동,30230123
531500,삼정동,30230124
531501,미호동,30230125
531502,신탄진동,30230126
531505,학성동,31110101
531506,학산동,31110102
531507,복산동,31110103
531508,북정동,31110104
531509,옥교동,31110105
531510,성남동,31110106
531511,교동,31110107
531512,우정동,31110108
531513,성안동,31110109
531514,유곡동,31110110
531515,태화동,31110111
531516,다운동,31110112
531517,동동,31110113
531518,서동,31110114
531519,남외동,31110115
531520,장현동,31110116
531521,약사동,31110117
531522,반구동,31110118
531524,무거동,31140101
531525,옥동,31140102
531526,두왕동,31140103
531527,신정동,31140104
531528,달동,31140105
531529,삼산동,31140106
531530,여천동,31140107
531531,야음동,31140108
531532,선암동,31140109
531533,상개동,31140110
531534,부곡동,31140111
531535,고사동,31140112
531536,성암동,31140113
531537,황성동,31140114
531538,용연동,31140115
531539,남화동,31140116
531540,용잠동,31140117
531541,장생포동,31140118
531542,매암동,31140119
531544,방어동,31170101
531545,화정동,31170102
531546,일산동,31170103
531547,전하동,31170104
531548,미포동,31170105
531549,주전동,31170106
531550,동부동,31170107
531551,서부동,31170108
531553,창평동,31200101
531554,호계동,31200102
531555,매곡동,31200103
531556,가대동,31200104
531557,신천동,31200105
531558,중산동,31200106
531559,상안동,31200107
531560,천곡동,31200108
531561,달천동,31200109
531562,시례동,31200110
531563,무룡동,31200111
531564,구유동,31200112
531565,정자동,31200113
531566,신명동,31200114
531567,대안동,31200115
531568,당사동,31200116
531569,신현동,31200117
531570,산하동,31200118
531571,어물동,31200119
531572,명촌동,31200120
531573,진장동,31200121
531574,연암동,31200122
531575,효문동,31200123
531576,양정동,31200124
531577,화봉동,31200125
531578,송정동,31200126
531579,염포동,31200127
531581,온산읍,31710250
531582,언양읍,31710253
531583,온양읍,31710256
531584,범서읍,31710259
531585,서생면,31710310
531586,청량면,31710330
531587,청량읍,31710262
531588,웅촌면,31710340
531589,두동면,31710360
531590,두서면,31710370
531591,상북면,31710380
531592,삼남면,31710390
531593,삼남읍,31710265
531594,삼동면,31710400
531597,반곡동,36110101
531598,소담동,36110102
531599,보람동,36110103
531600,대평동,36110104
531601,가람동,36110105
531602,한솔동,36110106
531603,나성동,36110107
531604,새롬동,36110108
531605,다정동,36110109
531606,어진동,36110110
531607,종촌동,36110111
531608,고운동,36110112
531609,아름동,36110113
531610,도담동,36110114
531611,산울동,36110115
531612,해밀동,36110116
531613,합강동,36110117
531614,집현동,36110118
531615,세종동,36110119
531616,누리동,36110120
531617,한별동,36110121
531618,다솜동,36110122
531619,용호동,36110123
531620,조치원읍,36110250
531621,연기면,36110310
531622,연동면,36110320
531623,부강면,36110330
531624,금남면,36110340
531625,장군면,36110350
531626,연서면,36110360
531627,전의면,36110370
531628,전동면,36110380
531629,소정면,36110390
531635,파장동,41111129
531636,정자동,41111130
531637,이목동,41111131
531638,율전동,41111132
531639,천천동,41111133
531640,영화동,41111134
531641,송죽동,41111135
531642,조원동,41111136
531643,연무동,41111137
531644,상광교동,41111138
531645,하광교동,41111139
531647,세류동,41113126
531648,평동,41113127
531649,고색동,41113128
531650,오목천동,41113129
531651,평리동,41113130
531652,서둔동,41113131
531653,구운동,41113132
531654,탑동,41113133
531655,금곡동,41113134
531656,호매실동,41113135
531657,곡반정동,41113136
531658,권선동,41113137
531659,장지동,41113138
531660,대황교동,41113139
531661,입북동,41113140
531662,당수동,41113141
531664,팔달로1가,41115120
531665,팔달로2가,41115121
531666,팔달로3가,41115122
531667,남창동,41115123
531668,영동,41115124
531669,중동,41115125
531670,구천동,41115126
531671,남수동,41115127
531672,매향동,41115128
531673,북수동,41115129
531674,신풍동,41115130
531675,장안동,41115131
531676,교동,41115132
531677,매교동,41115133
531678,매산로1가,41115134
531679,매산로2가,41115135
531680,매산로3가,41115136
531681,고등동,41115137
531682,화서동,41115138
531683,지동,41115139
531684,우만동,41115140
531685,인계동,41115141
531687,매탄동,41117101
531688,원천동,41117102
531689,이의동,41117103
531690,하동,41117104
531691,영통동,41117105
531692,신동,41117106
531693,망포동,41117107
531696,신흥동,41131101
531697,태평동,41131102
531698,수진동,41131103
531699,단대동,41131104
531700,산성동,41131105
531701,양지동,41131106
531702,복정동,41131107
531703,창곡동,41131108
531704,신촌동,41131109
531705,오야동,41131110
531706,심곡동,41131111
531707,고등동,41131112
531708,상적동,41131113
531709,둔전동,41131114
531710,시흥동,41131115
531711,금토동,41131116
531712,사송동,41131117
531714,성남동,41133101
531715,금광동,41133103
531716,은행동,41133104
531717,상대원동,41133105
531718,여수동,41133106
531719,도촌동,41133107
531720,갈현동,41133108
531721,하대원동,41133109
531722,중앙동,41133132
531724,분당동,41135101
531725,수내동,41135102
531726,정자동,41135103
531727,율동,41135104
531728,서현동,41135105
531729,이매동,41135106
531730,야탑동,41135107
531731,판교동,41135108
531732,삼평동,41135109
531733,백현동,41135110
531734,금곡동,41135111
531735,궁내동,41135112
531736,동원동,41135113
531737,구미동,41135114
531738,운중동,41135115
531739,대장동,41135116
531740,석운동,41135117
531741,하산운동,41135118
531743,의정부동,41150101
531744,호원동,41150102
531745,장암동,41150103
531746,신곡동,41150104
531747,용현동,41150105
531748,민락동,41150106
531749,낙양동,41150107
531750,자일동,41150108
531751,금오동,41150109
531752,가능동,41150110
531753,녹양동,41150111
531754,고산동,41150112
531755,산곡동,41150113
531758,안양동,41171101
531759,석수동,41171102
531760,박달동,41171103
531762,비산동,41173101
531763,관양동,41173102
531764,평촌동,41173103
531765,호계동,41173104
531767,원미동,41190008
531768,심곡동,41190001
531769,춘의동,41190103
531770,도당동,41190104
531771,약대동,41190017
531772,소사동,41190106
531773,역곡동,41190006
531774,중동,41190108
531775,상동,41190022
531776,소사본동,41190110
531777,심곡본동,41190111
531778,범박동,41190112
531779,괴안동,41190113
531780,송내동,41190114
531781,옥길동,41190004
531782,계수동,41190116
531783,오정동,41190117
531784,여월동,41190118
531785,작동,41190011
531786,원종동,41190120
531787,고강동,41190013
531788,대장동,41190122
531789,삼정동,41190123
531790,내동,41190018
531791,원미동,41192101
531792,심곡동,41192102
531793,춘의동,41192103
531794,도당동,41192104
531795,약대동,41192105
531796,소사동,41192106
531797,역곡동,41192107
531798,중동,41192108
531799,상동,41192109
531800,소사본동,41194101
531801,심곡본동,41194102
531802,범박동,41194103
531803,괴안동,41194104
531804,송내동,41194105
531805,옥길동,41194106
531806,계수동,41194107
531807,오정동,41196101
531808,여월동,41196102
531809,작동,41196103
531810,원종동,41196104
531811,고강동,41196105
531812,대장동,41196106
531813,삼정동,41196107
531814,내동,41196108
531816,광명동,41210101
531817,철산동,41210102
531818,하안동,41210103
531819,소하동,41210104
531820,노온사동,41210105
531821,일직동,41210106
531822,가학동,41210107
531823,옥길동,41210108
531825,서정동,41220101
531826,장당동,41220102
531827,모곡동,41220103
531828,칠괴동,41220104
531829,칠원동,41220105
531830,도일동,41220106
531831,가재동,41220107
531832,장안동,41220108
531833,이충동,41220109
531834,지산동,41220110
531835,독곡동,41220111
531836,신장동,41220112
531837,평택동,41220113
531838,통복동,41220114
531839,군문동,41220115
531840,유천동,41220116
531841,합정동,41220117
531842,비전동,41220118
531843,동삭동,41220119
531844,세교동,41220120
531845,지제동,41220121
531846,신대동,41220122
531847,소사동,41220123
531848,용이동,41220124
531849,월곡동,41220125
531850,청룡동,41220126
531851,죽백동,41220127
531852,고덕동,41220128
531853,팽성읍,41220250
531854,안중읍,41220253
531855,포승읍,41220256
531856,청북읍,41220259
531857,진위면,41220310
531858,서탄면,41220320
531859,고덕면,41220330
531860,오성면,41220340
531861,청북면,41220350
531862,현덕면,41220370
531864,송내동,41250101
531865,지행동,41250102
531866,생연동,41250103
531867,광암동,41250104
531868,걸산동,41250105
531869,보산동,41250106
531870,동두천동,41250107
531871,안흥동,41250108
531872,상봉암동,41250109
531873,하봉암동,41250110
531874,탑동동,41250111
531875,상패동,41250112
531878,일동,41271101
531879,이동,41271102
531880,사동,41271103
531881,본오동,41271104
531882,팔곡이동,41271105
531883,양상동,41271106
531884,부곡동,41271107
531885,성포동,41271108
531886,월피동,41271109
531887,팔곡일동,41271110
531888,건건동,41271111
531889,사사동,41271112
531890,수암동,41271113
531891,장상동,41271114
531892,장하동,41271115
531894,고잔동,41273101
531895,와동,41273102
531896,신길동,41273103
531897,성곡동,41273104
531898,원시동,41273105
531899,목내동,41273106
531900,초지동,41273107
531901,원곡동,41273108
531902,선부동,41273109
531903,대부동동,41273110
531904,대부북동,41273111
531905,대부남동,41273112
531906,선감동,41273113
531907,풍도동,41273114
531908,화정동,41273115
531911,주교동,41281101
531912,원당동,41281102
531913,신원동,41281103
531914,원흥동,41281104
531915,도내동,41281105
531916,성사동,41281106
531917,북한동,41281107
531918,효자동,41281108
531919,지축동,41281109
531920,오금동,41281110
531921,삼송동,41281111
531922,동산동,41281112
531923,용두동,41281113
531924,벽제동,41281114
531925,선유동,41281115
531926,고양동,41281116
531927,대자동,41281117
531928,관산동,41281118
531929,내유동,41281119
531930,토당동,41281120
531931,내곡동,41281121
531932,대장동,41281122
531933,화정동,41281123
531934,강매동,41281124
531935,행주내동,41281125
531936,행주외동,41281126
531937,신평동,41281127
531938,행신동,41281128
531939,화전동,41281129
531940,현천동,41281130
531941,덕은동,41281131
531942,향동동,41281132
531944,식사동,41285101
531945,중산동,41285102
531946,정발산동,41285103
531947,장항동,41285104
531948,마두동,41285105
531949,백석동,41285106
531950,풍동,41285107
531951,산황동,41285108
531952,사리현동,41285109
531953,지영동,41285110
531954,설문동,41285111
531955,문봉동,41285112
531956,성석동,41285113
531958,일산동,41287101
531959,주엽동,41287102
531960,탄현동,41287103
531961,대화동,41287104
531962,덕이동,41287105
531963,가좌동,41287106
531964,구산동,41287107
531965,법곳동,41287108
531967,관문동,41290101
531968,문원동,41290102
531969,갈현동,41290103
531970,막계동,41290104
531971,과천동,41290105
531972,주암동,41290106
531973,중앙동,41290107
531974,원문동,41290108
531975,별양동,41290109
531976,부림동,41290110
531978,갈매동,41310101
531979,사노동,41310102
531980,인창동,41310103
531981,교문동,41310104
531982,수택동,41310105
531983,아천동,41310106
531984,토평동,41310107
531986,호평동,41360101
531987,평내동,41360102
531988,금곡동,41360103
531989,일패동,41360104
531990,이패동,41360105
531991,삼패동,41360106
531992,가운동,41360107
531993,수석동,41360108
531994,지금동,41360109
531995,도농동,41360110
531996,별내동,41360111
531997,다산동,41360112
531998,와부읍,41360250
531999,진접읍,41360253
532000,화도읍,41360256
532001,진건읍,41360259
532002,오남읍,41360262
532003,별내면,41360310
532004,수동면,41360340
532005,조안면,41360360
532006,퇴계원읍,41360265
532007,퇴계원면,41360370
532009,오산동,41370101
532010,부산동,41370102
532011,원동,41370103
532012,궐동,41370104
532013,청학동,41370105
532014,가장동,41370106
532015,금암동,41370107
532016,수청동,41370108
532017,은계동,41370109
532018,내삼미동,41370110
532019,외삼미동,41370111
532020,양산동,41370112
532021,세교동,41370113
532022,지곶동,41370114
532023,서랑동,41370115
532024,서동,41370116
532025,벌음동,41370117
532026,두곡동,41370118
532027,탑동,41370119
532028,누읍동,41370120
532029,가수동,41370121
532030,고현동,41370122
532031,청호동,41370123
532032,갈곶동,41370124
532034,대야동,41390101
532035,신천동,41390102
532036,방산동,41390103
532037,포동,41390104
532038,미산동,41390105
532039,은행동,41390106
532040,안현동,41390107
532041,매화동,41390108
532042,도창동,41390109
532043,금이동,41390110
532044,과림동,41390112
532045,계수동,41390113
532046,화정동,41390117
532047,능곡동,41390118
532048,하중동,41390119
532049,하상동,41390120
532050,광석동,41390121
532051,물왕동,41390122
532052,산현동,41390123
532053,조남동,41390124
532054,논곡동,41390125
532055,목감동,41390126
532056,거모동,41390127
532057,군자동,41390128
532058,장현동,41390129
532059,장곡동,41390130
532060,월곶동,41390131
532061,정왕동,41390132
532062,죽율동,41390133
532063,무지내동,41390134
532064,배곧동,41390135
532066,당동,41410101
532067,당정동,41410102
532068,부곡동,41410103
532069,산본동,41410104
532070,금정동,41410105
532071,둔대동,41410106
532072,속달동,41410107
532073,대야미동,41410108
532074,도마교동,41410109
532076,고천동,41430101
532077,이동,41430102
532078,삼동,41430103
532079,왕곡동,41430104
532080,오전동,41430105
532081,학의동,41430106
532082,내손동,41430107
532083,청계동,41430108
532084,포일동,41430109
532085,월암동,41430110
532086,초평동,41430111
532088,천현동,41450101
532089,하산곡동,41450102
532090,창우동,41450103
532091,배알미동,41450104
532092,상산곡동,41450105
532093,신장동,41450106
532094,당정동,41450107
532095,덕풍동,41450108
532096,망월동,41450109
532097,풍산동,41450110
532098,미사동,41450111
532099,선동,41450112
532100,감북동,41450113
532101,감일동,41450114
532102,감이동,41450115
532103,학암동,41450116
532104,교산동,41450117
532105,춘궁동,41450118
532106,하사창동,41450119
532107,상사창동,41450120
532108,항동,41450121
532109,초일동,41450122
532110,초이동,41450123
532111,광암동,41450124
532114,김량장동,41461101
532115,역북동,41461102
532116,삼가동,41461103
532117,남동,41461104
532118,유방동,41461105
532119,고림동,41461106
532120,마평동,41461107
532121,운학동,41461108
532122,호동,41461109
532123,해곡동,41461110
532124,포곡읍,41461250
532125,모현면,41461310
532126,모현읍,41461253
532127,이동면,41461330
532128,이동읍,41461256
532129,남사면,41461320
532130,남사읍,41461259
532131,원삼면,41461340
532132,백암면,41461350
532133,양지면,41461360
532135,신갈동,41463101
532136,구갈동,41463102
532137,상갈동,41463103
532138,하갈동,41463104
532139,보라동,41463105
532140,지곡동,41463106
532141,공세동,41463107
532142,고매동,41463108
532143,농서동,41463109
532144,서천동,41463110
532145,영덕동,41463111
532146,언남동,41463112
532147,마북동,41463113
532148,청덕동,41463114
532149,동백동,41463115
532150,중동,41463116
532151,상하동,41463117
532152,보정동,41463118
532154,풍덕천동,41465101
532155,죽전동,41465102
532156,동천동,41465103
532157,고기동,41465104
532158,신봉동,41465105
532159,성복동,41465106
532160,상현동,41465107
532162,금촌동,41480101
532163,아동동,41480102
532164,야동동,41480104
532165,검산동,41480105
532166,맥금동,41480106
532167,교하동,41480107
532168,야당동,41480108
532169,다율동,41480109
532170,오도동,41480110
532171,상지석동,41480111
532172,산남동,41480112
532173,동패동,41480113
532174,당하동,41480114
532175,문발동,41480115
532176,송촌동,41480116
532177,목동동,41480117
532178,하지석동,41480118
532179,서패동,41480119
532180,신촌동,41480120
532181,연다산동,41480121
532182,와동동,41480122
532183,금릉동,41480123
532184,문산읍,41480250
532185,파주읍,41480253
532186,법원읍,41480256
532187,조리읍,41480262
532188,월롱면,41480310
532189,탄현면,41480320
532190,광탄면,41480350
532191,파평면,41480360
532192,적성면,41480370
532193,군내면,41480380
532194,장단면,41480390
532195,진동면,41480400
532197,창전동,41500101
532198,관고동,41500102
532199,중리동,41500103
532200,증일동,41500104
532201,율현동,41500105
532202,진리동,41500106
532203,안흥동,41500107
532204,갈산동,41500108
532205,증포동,41500109
532206,송정동,41500110
532207,사음동,41500111
532208,단월동,41500112
532209,대포동,41500113
532210,고담동,41500114
532211,장록동,41500115
532212,장호원읍,41500250
532213,부발읍,41500253
532214,신둔면,41500310
532215,백사면,41500320
532216,호법면,41500330
532217,마장면,41500340
532218,대월면,41500350
532219,모가면,41500360
532220,설성면,41500370
532221,율면,41500380
532223,봉산동,41550101
532224,숭인동,41550102
532225,영동,41550103
532226,봉남동,41550104
532227,구포동,41550105
532228,동본동,41550106
532229,명륜동,41550107
532230,옥천동,41550108
532231,낙원동,41550109
532232,창전동,41550110
532233,성남동,41550111
532234,신흥동,41550112
532235,인지동,41550113
532236,금산동,41550114
532237,연지동,41550115
532238,대천동,41550116
532239,서인동,41550117
532240,석정동,41550118
532241,아양동,41550119
532242,금석동,41550120
532243,계동,41550121
532244,옥산동,41550122
532245,사곡동,41550123
532246,도기동,41550124
532247,당왕동,41550125
532248,가사동,41550126
532249,가현동,41550127
532250,신건지동,41550128
532251,신소현동,41550129
532252,신모산동,41550130
532253,현수동,41550131
532254,발화동,41550132
532255,중리동,41550133
532256,공도읍,41550250
532257,보개면,41550310
532258,금광면,41550320
532259,서운면,41550330
532260,미양면,41550340
