region_code,name,extra_code,true_level,parent_code,child_count,min_child_level,max_child_level
531104,인천>옹진군>북도면,28720310,2,510071,0,0,0
531105,인천>옹진군>백령면,28720330,2,510071,0,0,0
531106,인천>옹진군>대청면,28720340,2,510071,0,0,0
531107,인천>옹진군>덕적면,28720350,2,510071,0,0,0
531108,인천>옹진군>영흥면,28720360,2,510071,0,0,0
531109,인천>옹진군>자월면,28720370,2,510071,0,0,0
531110,인천>옹진군>연평면,28720380,2,510071,0,0,0
531113,광주>동구>대인동,29110101,2,510073,0,0,0
531114,광주>동구>금남로5가,29110102,2,510073,0,0,0
531115,광주>동구>충장로5가,29110103,2,510073,0,0,0
531116,광주>동구>수기동,29110104,2,510073,0,0,0
531117,광주>동구>대의동,29110105,2,510073,0,0,0
531118,광주>동구>궁동,29110106,2,510073,0,0,0
531119,광주>동구>장동,29110107,2,510073,0,0,0
531120,광주>동구>동명동,29110108,2,510073,0,0,0
531121,광주>동구>계림동,29110109,2,510073,0,0,0
531122,광주>동구>산수동,29110110,2,510073,0,0,0
531123,광주>동구>지산동,29110111,2,510073,0,0,0
531124,광주>동구>남동,29110112,2,510073,0,0,0
531125,광주>동구>광산동,29110113,2,510073,0,0,0
531126,광주>동구>금동,29110114,2,510073,0,0,0
531127,광주>동구>호남동,29110115,2,510073,0,0,0
531128,광주>동구>불로동,29110116,2,510073,0,0,0
531129,광주>동구>황금동,29110117,2,510073,0,0,0
531130,광주>동구>서석동,29110118,2,510073,0,0,0
531131,광주>동구>소태동,29110119,2,510073,0,0,0
531132,광주>동구>용연동,29110120,2,510073,0,0,0
531133,광주>동구>운림동,29110121,2,510073,0,0,0
531134,광주>동구>학동,29110122,2,510073,0,0,0
531135,광주>동구>월남동,29110123,2,510073,0,0,0
531136,광주>동구>선교동,29110124,2,510073,0,0,0
531137,광주>동구>내남동,29110125,2,510073,0,0,0
531138,광주>동구>용산동,29110126,2,510073,0,0,0
531139,광주>동구>충장로1가,29110127,2,510073,0,0,0
531140,광주>동구>충장로2가,29110128,2,510073,0,0,0
531141,광주>동구>충장로3가,29110129,2,510073,0,0,0
531142,광주>동구>충장로4가,29110130,2,510073,0,0,0
531143,광주>동구>금남로1가,29110131,2,510073,0,0,0
531144,광주>동구>금남로2가,29110132,2,510073,0,0,0
531145,광주>동구>금남로3가,29110133,2,510073,0,0,0
531146,광주>동구>금남로4가,29110134,2,510073,0,0,0
531148,광주>서구>양동,29140104,2,510074,0,0,0
531149,광주>서구>농성동,29140106,2,510074,0,0,0
531150,광주>서구>광천동,29140115,2,510074,0,0,0
531151,광주>서구>유촌동,29140116,2,510074,0,0,0
531152,광주>서구>덕흥동,29140117,2,510074,0,0,0
531153,광주>서구>쌍촌동,29140118,2,510074,0,0,0
531154,광주>서구>화정동,29140119,2,510074,0,0,0
531155,광주>서구>치평동,29140120,2,510074,0,0,0
531156,광주>서구>내방동,29140121,2,510074,0,0,0
531157,광주>서구>서창동,29140125,2,510074,0,0,0
531158,광주>서구>세하동,29140126,2,510074,0,0,0
531159,광주>서구>용두동,29140127,2,510074,0,0,0
531160,광주>서구>풍암동,29140128,2,510074,0,0,0
531161,광주>서구>벽진동,29140129,2,510074,0,0,0
531162,광주>서구>금호동,29140130,2,510074,0,0,0
531163,광주>서구>마륵동,29140131,2,510074,0,0,0
531164,광주>서구>매월동,29140132,2,510074,0,0,0
531165,광주>서구>동천동,29140133,2,510074,0,0,0
531167,광주>남구>사동,29155101,2,510075,0,0,0
531168,광주>남구>구동,29155102,2,510075,0,0,0
531169,광주>남구>서동,29155103,2,510075,0,0,0
531170,광주>남구>월산동,29155104,2,510075,0,0,0
531171,광주>남구>백운동,29155105,2,510075,0,0,0
531172,광주>남구>주월동,29155106,2,510075,0,0,0
531173,광주>남구>노대동,29155107,2,510075,0,0,0
531174,광주>남구>진월동,29155108,2,510075,0,0,0
531175,광주>남구>덕남동,29155109,2,510075,0,0,0
531176,광주>남구>행암동,29155110,2,510075,0,0,0
531177,광주>남구>임암동,29155111,2,510075,0,0,0
531178,광주>남구>송하동,29155112,2,510075,0,0,0
531179,광주>남구>양림동,29155113,2,510075,0,0,0
531180,광주>남구>방림동,29155114,2,510075,0,0,0
531181,광주>남구>봉선동,29155115,2,510075,0,0,0
531182,광주>남구>구소동,29155116,2,510075,0,0,0
531183,광주>남구>양촌동,29155117,2,510075,0,0,0
531184,광주>남구>도금동,29155118,2,510075,0,0,0
531185,광주>남구>승촌동,29155119,2,510075,0,0,0
531186,광주>남구>지석동,29155120,2,510075,0,0,0
531187,광주>남구>압촌동,29155121,2,510075,0,0,0
531188,광주>남구>화장동,29155122,2,510075,0,0,0
531189,광주>남구>칠석동,29155123,2,510075,0,0,0
531190,광주>남구>석정동,29155124,2,510075,0,0,0
531191,광주>남구>신장동,29155125,2,510075,0,0,0
531192,광주>남구>양과동,29155126,2,510075,0,0,0
531193,광주>남구>이장동,29155127,2,510075,0,0,0
531194,광주>남구>대지동,29155128,2,510075,0,0,0
531195,광주>남구>원산동,29155129,2,510075,0,0,0
531196,광주>남구>월성동,29155130,2,510075,0,0,0
531198,광주>북구>중흥동,29170101,2,510076,0,0,0
531199,광주>북구>유동,29170102,2,510076,0,0,0
531200,광주>북구>누문동,29170103,2,510076,0,0,0
531201,광주>북구>북동,29170104,2,510076,0,0,0
531202,광주>북구>임동,29170105,2,510076,0,0,0
531203,광주>북구>신안동,29170106,2,510076,0,0,0
531204,광주>북구>용봉동,29170107,2,510076,0,0,0
531205,광주>북구>동림동,29170108,2,510076,0,0,0
531206,광주>북구>운암동,29170109,2,510076,0,0,0
531207,광주>북구>우산동,29170110,2,510076,0,0,0
531208,광주>북구>풍향동,29170111,2,510076,0,0,0
531209,광주>북구>문흥동,29170112,2,510076,0,0,0
531210,광주>북구>각화동,29170113,2,510076,0,0,0
531211,광주>북구>두암동,29170114,2,510076,0,0,0
531212,광주>북구>오치동,29170115,2,510076,0,0,0
531213,광주>북구>삼각동,29170116,2,510076,0,0,0
531214,광주>북구>매곡동,29170117,2,510076,0,0,0
531215,광주>북구>충효동,29170118,2,510076,0,0,0
531216,광주>북구>덕의동,29170119,2,510076,0,0,0
531217,광주>북구>금곡동,29170120,2,510076,0,0,0
531218,광주>북구>망월동,29170121,2,510076,0,0,0
531219,광주>북구>청풍동,29170122,2,510076,0,0,0
531220,광주>북구>화암동,29170123,2,510076,0,0,0
531221,광주>북구>장등동,29170124,2,510076,0,0,0
531222,광주>북구>운정동,29170125,2,510076,0,0,0
531223,광주>북구>본촌동,29170126,2,510076,0,0,0
531224,광주>북구>일곡동,29170127,2,510076,0,0,0
531225,광주>북구>양산동,29170128,2,510076,0,0,0
531226,광주>북구>연제동,29170129,2,510076,0,0,0
531227,광주>북구>신용동,29170130,2,510076,0,0,0
531228,광주>북구>용두동,29170131,2,510076,0,0,0
531229,광주>북구>지야동,29170132,2,510076,0,0,0
531230,광주>북구>태령동,29170133,2,510076,0,0,0
531231,광주>북구>수곡동,29170134,2,510076,0,0,0
531232,광주>북구>효령동,29170135,2,510076,0,0,0
531233,광주>북구>용전동,29170136,2,510076,0,0,0
531234,광주>북구>용강동,29170137,2,510076,0,0,0
531235,광주>북구>생용동,29170138,2,510076,0,0,0
531236,광주>북구>월출동,29170139,2,510076,0,0,0
531237,광주>북구>대촌동,29170140,2,510076,0,0,0
531238,광주>북구>오룡동,29170141,2,510076,0,0,0
531240,광주>광산구>송정동,29200101,2,510077,0,0,0
531241,광주>광산구>도산동,29200102,2,510077,0,0,0
531242,광주>광산구>도호동,29200103,2,510077,0,0,0
531243,광주>광산구>신촌동,29200104,2,510077,0,0,0
531244,광주>광산구>서봉동,29200105,2,510077,0,0,0
531245,광주>광산구>운수동,29200106,2,510077,0,0,0
531246,광주>광산구>선암동,29200107,2,510077,0,0,0
531247,광주>광산구>소촌동,29200108,2,510077,0,0,0
531248,광주>광산구>우산동,29200109,2,510077,0,0,0
531249,광주>광산구>황룡동,29200110,2,510077,0,0,0
531250,광주>광산구>박호동,29200111,2,510077,0,0,0
531251,광주>광산구>비아동,29200112,2,510077,0,0,0
531252,광주>광산구>도천동,29200113,2,510077,0,0,0
531253,광주>광산구>수완동,29200114,2,510077,0,0,0
531254,광주>광산구>월계동,29200115,2,510077,0,0,0
531255,광주>광산구>쌍암동,29200116,2,510077,0,0,0
531256,광주>광산구>산월동,29200117,2,510077,0,0,0
531257,광주>광산구>신창동,29200118,2,510077,0,0,0
531258,광주>광산구>신가동,29200119,2,510077,0,0,0
531259,광주>광산구>운남동,29200120,2,510077,0,0,0
531260,광주>광산구>안청동,29200121,2,510077,0,0,0
531261,광주>광산구>진곡동,29200122,2,510077,0,0,0
531262,광주>광산구>장덕동,29200123,2,510077,0,0,0
531263,광주>광산구>흑석동,29200124,2,510077,0,0,0
531264,광주>광산구>하남동,29200125,2,510077,0,0,0
531265,광주>광산구>장수동,29200126,2,510077,0,0,0
531266,광주>광산구>산정동,29200127,2,510077,0,0,0
531267,광주>광산구>월곡동,29200128,2,510077,0,0,0
531268,광주>광산구>등임동,29200129,2,510077,0,0,0
531269,광주>광산구>산막동,29200130,2,510077,0,0,0
531270,광주>광산구>고룡동,29200131,2,510077,0,0,0
531271,광주>광산구>신룡동,29200132,2,510077,0,0,0
531272,광주>광산구>두정동,29200133,2,510077,0,0,0
531273,광주>광산구>임곡동,29200134,2,510077,0,0,0
531274,광주>광산구>광산동,29200135,2,510077,0,0,0
531275,광주>광산구>오산동,29200136,2,510077,0,0,0
531276,광주>광산구>사호동,29200137,2,510077,0,0,0
531277,광주>광산구>하산동,29200138,2,510077,0,0,0
531278,광주>광산구>유계동,29200139,2,510077,0,0,0
531279,광주>광산구>본덕동,29200140,2,510077,0,0,0
531280,광주>광산구>용봉동,29200141,2,510077,0,0,0
531281,광주>광산구>요기동,29200142,2,510077,0,0,0
531282,광주>광산구>복룡동,29200143,2,510077,0,0,0
531283,광주>광산구>송대동,29200144,2,510077,0,0,0
531284,광주>광산구>옥동,29200145,2,510077,0,0,0
531285,광주>광산구>월전동,29200146,2,510077,0,0,0
531286,광주>광산구>장록동,29200147,2,510077,0,0,0
531287,광주>광산구>송촌동,29200148,2,510077,0,0,0
531288,광주>광산구>지죽동,29200149,2,510077,0,0,0
531289,광주>광산구>용동,29200150,2,510077,0,0,0
531290,광주>광산구>용곡동,29200151,2,510077,0,0,0
531291,광주>광산구>지정동,29200152,2,510077,0,0,0
531292,광주>광산구>명화동,29200153,2,510077,0,0,0
531293,광주>광산구>동산동,29200154,2,510077,0,0,0
531294,광주>광산구>연산동,29200155,2,510077,0,0,0
531295,광주>광산구>도덕동,29200156,2,510077,0,0,0
531296,광주>광산구>송산동,29200157,2,510077,0,0,0
531297,광주>광산구>지평동,29200158,2,510077,0,0,0
531298,광주>광산구>오운동,29200159,2,510077,0,0,0
531299,광주>광산구>삼거동,29200160,2,510077,0,0,0
531300,광주>광산구>양동,29200161,2,510077,0,0,0
531301,광주>광산구>내산동,29200162,2,510077,0,0,0
531302,광주>광산구>대산동,29200163,2,510077,0,0,0
531303,광주>광산구>송학동,29200164,2,510077,0,0,0
531304,광주>광산구>신동,29200165,2,510077,0,0,0
531305,광주>광산구>삼도동,29200166,2,510077,0,0,0
531306,광주>광산구>남산동,29200167,2,510077,0,0,0
531307,광주>광산구>송치동,29200168,2,510077,0,0,0
531308,광주>광산구>산수동,29200169,2,510077,0,0,0
531309,광주>광산구>선동,29200170,2,510077,0,0,0
531310,광주>광산구>지산동,29200171,2,510077,0,0,0
531311,광주>광산구>왕동,29200172,2,510077,0,0,0
531312,광주>광산구>북산동,29200173,2,510077,0,0,0
531313,광주>광산구>명도동,29200174,2,510077,0,0,0
531314,광주>광산구>동호동,29200175,2,510077,0,0,0
531315,광주>광산구>덕림동,29200176,2,510077,0,0,0
531316,광주>광산구>양산동,29200177,2,510077,0,0,0
531317,광주>광산구>동림동,29200178,2,510077,0,0,0
531318,광주>광산구>오선동,29200202,2,510077,0,0,0
531321,대전>동구>원동,30110101,2,510079,0,0,0
531322,대전>동구>인동,30110102,2,510079,0,0,0
531323,대전>동구>효동,30110103,2,510079,0,0,0
531324,대전>동구>천동,30110104,2,510079,0,0,0
531325,대전>동구>가오동,30110105,2,510079,0,0,0
531326,대전>동구>신흥동,30110106,2,510079,0,0,0
531327,대전>동구>판암동,30110107,2,510079,0,0,0
531328,대전>동구>삼정동,30110108,2,510079,0,0,0
531329,대전>동구>용운동,30110109,2,510079,0,0,0
531330,대전>동구>대동,30110110,2,510079,0,0,0
531331,대전>동구>자양동,30110111,2,510079,0,0,0
531332,대전>동구>신안동,30110112,2,510079,0,0,0
531333,대전>동구>소제동,30110113,2,510079,0,0,0
531334,대전>동구>가양동,30110114,2,510079,0,0,0
531335,대전>동구>용전동,30110115,2,510079,0,0,0
531336,대전>동구>성남동,30110116,2,510079,0,0,0
531337,대전>동구>홍도동,30110117,2,510079,0,0,0
531338,대전>동구>삼성동,30110118,2,510079,0,0,0
531339,대전>동구>정동,30110119,2,510079,0,0,0
531340,대전>동구>중동,30110120,2,510079,0,0,0
531341,대전>동구>추동,30110121,2,510079,0,0,0
531342,대전>동구>비룡동,30110122,2,510079,0,0,0
531343,대전>동구>주산동,30110123,2,510079,0,0,0
531344,대전>동구>용계동,30110124,2,510079,0,0,0
531345,대전>동구>마산동,30110125,2,510079,0,0,0
531346,대전>동구>효평동,30110126,2,510079,0,0,0
531347,대전>동구>직동,30110127,2,510079,0,0,0
531348,대전>동구>세천동,30110128,2,510079,0,0,0
531349,대전>동구>신상동,30110129,2,510079,0,0,0
531350,대전>동구>신하동,30110130,2,510079,0,0,0
531351,대전>동구>신촌동,30110131,2,510079,0,0,0
531352,대전>동구>사성동,30110132,2,510079,0,0,0
531353,대전>동구>내탑동,30110133,2,510079,0,0,0
531354,대전>동구>오동,30110134,2,510079,0,0,0
531355,대전>동구>주촌동,30110135,2,510079,0,0,0
531356,대전>동구>낭월동,30110136,2,510079,0,0,0
531357,대전>동구>대별동,30110137,2,510079,0,0,0
531358,대전>동구>이사동,30110138,2,510079,0,0,0
531359,대전>동구>대성동,30110139,2,510079,0,0,0
531360,대전>동구>장척동,30110140,2,510079,0,0,0
531361,대전>동구>소호동,30110141,2,510079,0,0,0
531362,대전>동구>구도동,30110142,2,510079,0,0,0
531363,대전>동구>삼괴동,30110143,2,510079,0,0,0
531364,대전>동구>상소동,30110144,2,510079,0,0,0
531365,대전>동구>하소동,30110145,2,510079,0,0,0
531367,대전>중구>은행동,30140101,2,510080,0,0,0
531368,대전>중구>선화동,30140102,2,510080,0,0,0
531369,대전>중구>목동,30140103,2,510080,0,0,0
531370,대전>중구>중촌동,30140104,2,510080,0,0,0
531371,대전>중구>대흥동,30140105,2,510080,0,0,0
531372,대전>중구>문창동,30140106,2,510080,0,0,0
531373,대전>중구>석교동,30140107,2,510080,0,0,0
531374,대전>중구>호동,30140108,2,510080,0,0,0
531375,대전>중구>옥계동,30140109,2,510080,0,0,0
531376,대전>중구>대사동,30140110,2,510080,0,0,0
531377,대전>중구>부사동,30140111,2,510080,0,0,0
531378,대전>중구>용두동,30140112,2,510080,0,0,0
531379,대전>중구>오류동,30140113,2,510080,0,0,0
531380,대전>중구>태평동,30140114,2,510080,0,0,0
531381,대전>중구>유천동,30140115,2,510080,0,0,0
531382,대전>중구>문화동,30140116,2,510080,0,0,0
531383,대전>중구>산성동,30140117,2,510080,0,0,0
531384,대전>중구>사정동,30140118,2,510080,0,0,0
531385,대전>중구>안영동,30140119,2,510080,0,0,0
531386,대전>중구>무수동,30140120,2,510080,0,0,0
531387,대전>중구>구완동,30140121,2,510080,0,0,0
531388,대전>중구>침산동,30140122,2,510080,0,0,0
531389,대전>중구>목달동,30140123,2,510080,0,0,0
531390,대전>중구>정생동,30140124,2,510080,0,0,0
531391,대전>중구>어남동,30140125,2,510080,0,0,0
531392,대전>중구>금동,30140126,2,510080,0,0,0
531394,대전>서구>복수동,30170101,2,510081,0,0,0
531395,대전>서구>변동,30170102,2,510081,0,0,0
531396,대전>서구>도마동,30170103,2,510081,0,0,0
531397,대전>서구>정림동,30170104,2,510081,0,0,0
531398,대전>서구>용문동,30170105,2,510081,0,0,0
531399,대전>서구>탄방동,30170106,2,510081,0,0,0
531400,대전>서구>삼천동,30170107,2,510081,0,0,0
531401,대전>서구>괴정동,30170108,2,510081,0,0,0
531402,대전>서구>가장동,30170109,2,510081,0,0,0
531403,대전>서구>내동,30170110,2,510081,0,0,0
531404,대전>서구>갈마동,30170111,2,510081,0,0,0
531405,대전>서구>둔산동,30170112,2,510081,0,0,0
531406,대전>서구>월평동,30170113,2,510081,0,0,0
531407,대전>서구>가수원동,30170114,2,510081,0,0,0
531408,대전>서구>도안동,30170115,2,510081,0,0,0
531409,대전>서구>관저동,30170116,2,510081,0,0,0
531410,대전>서구>흑석동,30170117,2,510081,0,0,0
531411,대전>서구>매노동,30170118,2,510081,0,0,0
531412,대전>서구>산직동,30170119,2,510081,0,0,0
531413,대전>서구>장안동,30170120,2,510081,0,0,0
531414,대전>서구>평촌동,30170121,2,510081,0,0,0
531415,대전>서구>오동,30170122,2,510081,0,0,0
531416,대전>서구>우명동,30170123,2,510081,0,0,0
531417,대전>서구>원정동,30170124,2,510081,0,0,0
531418,대전>서구>용촌동,30170125,2,510081,0,0,0
531419,대전>서구>봉곡동,30170126,2,510081,0,0,0
531420,대전>서구>괴곡동,30170127,2,510081,0,0,0
531421,대전>서구>만년동,30170128,2,510081,0,0,0
531423,대전>유성구>원내동,30200101,2,510082,0,0,0
531424,대전>유성구>교촌동,30200102,2,510082,0,0,0
531425,대전>유성구>대정동,30200103,2,510082,0,0,0
531426,대전>유성구>용계동,30200104,2,510082,0,0,0
531427,대전>유성구>학하동,30200105,2,510082,0,0,0
531428,대전>유성구>계산동,30200106,2,510082,0,0,0
531429,대전>유성구>성북동,30200107,2,510082,0,0,0
531430,대전>유성구>세동,30200108,2,510082,0,0,0
531431,대전>유성구>송정동,30200109,2,510082,0,0,0
531432,대전>유성구>방동,30200110,2,510082,0,0,0
531433,대전>유성구>봉명동,30200111,2,510082,0,0,0
531434,대전>유성구>구암동,30200112,2,510082,0,0,0
531435,대전>유성구>덕명동,30200113,2,510082,0,0,0
531436,대전>유성구>원신흥동,30200114,2,510082,0,0,0
531437,대전>유성구>상대동,30200115,2,510082,0,0,0
531438,대전>유성구>복용동,30200116,2,510082,0,0,0
531439,대전>유성구>장대동,30200117,2,510082,0,0,0
531440,대전>유성구>갑동,30200118,2,510082,0,0,0
531441,대전>유성구>노은동,30200119,2,510082,0,0,0
531442,대전>유성구>지족동,30200120,2,510082,0,0,0
531443,대전>유성구>죽동,30200121,2,510082,0,0,0
531444,대전>유성구>궁동,30200122,2,510082,0,0,0
531445,대전>유성구>어은동,30200123,2,510082,0,0,0
531446,대전>유성구>구성동,30200124,2,510082,0,0,0
531447,대전>유성구>신성동,30200125,2,510082,0,0,0
531448,대전>유성구>가정동,30200126,2,510082,0,0,0
531449,대전>유성구>도룡동,30200127,2,510082,0,0,0
531450,대전>유성구>장동,30200128,2,510082,0,0,0
531451,대전>유성구>방현동,30200129,2,510082,0,0,0
531452,대전>유성구>화암동,30200130,2,510082,0,0,0
531453,대전>유성구>덕진동,30200131,2,510082,0,0,0
531454,대전>유성구>하기동,30200132,2,510082,0,0,0
531455,대전>유성구>추목동,30200133,2,510082,0,0,0
531456,대전>유성구>자운동,30200134,2,510082,0,0,0
531457,대전>유성구>신봉동,30200135,2,510082,0,0,0
531458,대전>유성구>수남동,30200136,2,510082,0,0,0
531459,대전>유성구>안산동,30200137,2,510082,0,0,0
531460,대전>유성구>외삼동,30200138,2,510082,0,0,0
531461,대전>유성구>반석동,30200139,2,510082,0,0,0
531462,대전>유성구>문지동,30200140,2,510082,0,0,0
531463,대전>유성구>전민동,30200141,2,510082,0,0,0
531464,대전>유성구>원촌동,30200142,2,510082,0,0,0
531465,대전>유성구>탑립동,30200143,2,510082,0,0,0
531466,대전>유성구>용산동,30200144,2,510082,0,0,0
531467,대전>유성구>봉산동,30200145,2,510082,0,0,0
531468,대전>유성구>관평동,30200146,2,510082,0,0,0
531469,대전>유성구>송강동,30200147,2,510082,0,0,0
531470,대전>유성구>금고동,30200148,2,510082,0,0,0
531471,대전>유성구>대동,30200149,2,510082,0,0,0
531472,대전>유성구>금탄동,30200150,2,510082,0,0,0
531473,대전>유성구>신동,30200151,2,510082,0,0,0
531474,대전>유성구>둔곡동,30200152,2,510082,0,0,0
531475,대전>유성구>구룡동,30200153,2,510082,0,0,0
531477,대전>대덕구>오정동,30230101,2,510083,0,0,0
531478,대전>대덕구>대화동,30230102,2,510083,0,0,0
531479,대전>대덕구>읍내동,30230103,2,510083,0,0,0
531480,대전>대덕구>연축동,30230104,2,510083,0,0,0
531481,대전>대덕구>신대동,30230105,2,510083,0,0,0
531482,대전>대덕구>와동,30230106,2,510083,0,0,0
531483,대전>대덕구>송촌동,30230107,2,510083,0,0,0
531484,대전>대덕구>법동,30230108,2,510083,0,0,0
531485,대전>대덕구>중리동,30230109,2,510083,0,0,0
531486,대전>대덕구>비래동,30230110,2,510083,0,0,0
531487,대전>대덕구>석봉동,30230111,2,510083,0,0,0
531488,대전>대덕구>목상동,30230112,2,510083,0,0,0
531489,대전>대덕구>문평동,30230113,2,510083,0,0,0
531490,대전>대덕구>신일동,30230114,2,510083,0,0,0
531491,대전>대덕구>덕암동,30230115,2,510083,0,0,0
531492,대전>대덕구>상서동,30230116,2,510083,0,0,0
531493,대전>대덕구>평촌동,30230117,2,510083,0,0,0
531494,대전>대덕구>장동,30230118,2,510083,0,0,0
531495,대전>대덕구>용호동,30230119,2,510083,0,0,0
531496,대전>대덕구>이현동,30230120,2,510083,0,0,0
531497,대전>대덕구>갈전동,30230121,2,510083,0,0,0
531498,대전>대덕구>부수동,30230122,2,510083,0,0,0
531499,대전>대덕구>황호동,30230123,2,510083,0,0,0
531500,대전>대덕구>삼정동,30230124,2,510083,0,0,0
531501,대전>대덕구>미호동,30230125,2,510083,0,0,0
531502,대전>대덕구>신탄진동,30230126,2,510083,0,0,0
531505,울산>중구>학성동,31110101,2,510085,0,0,0
531506,울산>중구>학산동,31110102,2,510085,0,0,0
531507,울산>중구>복산동,31110103,2,510085,0,0,0
531508,울산>중구>북정동,31110104,2,510085,0,0,0
531509,울산>중구>옥교동,31110105,2,510085,0,0,0
531510,울산>중구>성남동,31110106,2,510085,0,0,0
531511,울산>중구>교동,31110107,2,510085,0,0,0
531512,울산>중구>우정동,31110108,2,510085,0,0,0
531513,울산>중구>성안동,31110109,2,510085,0,0,0
531514,울산>중구>유곡동,31110110,2,510085,0,0,0
531515,울산>중구>태화동,31110111,2,510085,0,0,0
531516,울산>중구>다운동,31110112,2,510085,0,0,0
531517,울산>중구>동동,31110113,2,510085,0,0,0
531518,울산>중구>서동,31110114,2,510085,0,0,0
531519,울산>중구>남외동,31110115,2,510085,0,0,0
531520,울산>중구>장현동,31110116,2,510085,0,0,0
531521,울산>중구>약사동,31110117,2,510085,0,0,0
531522,울산>중구>반구동,31110118,2,510085,0,0,0
531524,울산>남구>무거동,31140101,2,510086,0,0,0
531525,울산>남구>옥동,31140102,2,510086,0,0,0
531526,울산>남구>두왕동,31140103,2,510086,0,0,0
531527,울산>남구>신정동,31140104,2,510086,0,0,0
531528,울산>남구>달동,31140105,2,510086,0,0,0
531529,울산>남구>삼산동,31140106,2,510086,0,0,0
531530,울산>남구>여천동,31140107,2,510086,0,0,0
531531,울산>남구>야음동,31140108,2,510086,0,0,0
531532,울산>남구>선암동,31140109,2,510086,0,0,0
531533,울산>남구>상개동,31140110,2,510086,0,0,0
531534,울산>남구>부곡동,31140111,2,510086,0,0,0
531535,울산>남구>고사동,31140112,2,510086,0,0,0
531536,울산>남구>성암동,31140113,2,510086,0,0,0
531537,울산>남구>황성동,31140114,2,510086,0,0,0
531538,울산>남구>용연동,31140115,2,510086,0,0,0
531539,울산>남구>남화동,31140116,2,510086,0,0,0
531540,울산>남구>용잠동,31140117,2,510086,0,0,0
531541,울산>남구>장생포동,31140118,2,510086,0,0,0
531542,울산>남구>매암동,31140119,2,510086,0,0,0
531544,울산>동구>방어동,31170101,2,510087,0,0,0
531545,울산>동구>화정동,31170102,2,510087,0,0,0
531546,울산>동구>일산동,31170103,2,510087,0,0,0
531547,울산>동구>전하동,31170104,2,510087,0,0,0
531548,울산>동구>미포동,31170105,2,510087,0,0,0
531549,울산>동구>주전동,31170106,2,510087,0,0,0
531550,울산>동구>동부동,31170107,2,510087,0,0,0
531551,울산>동구>서부동,31170108,2,510087,0,0,0
531553,울산>북구>창평동,31200101,2,510088,0,0,0
531554,울산>북구>호계동,31200102,2,510088,0,0,0
531555,울산>북구>매곡동,31200103,2,510088,0,0,0
531556,울산>북구>가대동,31200104,2,510088,0,0,0
531557,울산>북구>신천동,31200105,2,510088,0,0,0
531558,울산>북구>중산동,31200106,2,510088,0,0,0
531559,울산>북구>상안동,31200107,2,510088,0,0,0
531560,울산>북구>천곡동,31200108,2,510088,0,0,0
531561,울산>북구>달천동,31200109,2,510088,0,0,0
531562,울산>북구>시례동,31200110,2,510088,0,0,0
531563,울산>북구>무룡동,31200111,2,510088,0,0,0
531564,울산>북구>구유동,31200112,2,510088,0,0,0
531565,울산>북구>정자동,31200113,2,510088,0,0,0
531566,울산>북구>신명동,31200114,2,510088,0,0,0
531567,울산>북구>대안동,31200115,2,510088,0,0,0
531568,울산>북구>당사동,31200116,2,510088,0,0,0
531569,울산>북구>신현동,31200117,2,510088,0,0,0
531570,울산>북구>산하동,31200118,2,510088,0,0,0
531571,울산>북구>어물동,31200119,2,510088,0,0,0
531572,울산>북구>명촌동,31200120,2,510088,0,0,0
531573,울산>북구>진장동,31200121,2,510088,0,0,0
531574,울산>북구>연암동,31200122,2,510088,0,0,0
531575,울산>북구>효문동,31200123,2,510088,0,0,0
531576,울산>북구>양정동,31200124,2,510088,0,0,0
531577,울산>북구>화봉동,31200125,2,510088,0,0,0
531578,울산>북구>송정동,31200126,2,510088,0,0,0
531579,울산>북구>염포동,31200127,2,510088,0,0,0
531581,울산>울주군>온산읍,31710250,2,510089,0,0,0
531582,울산>울주군>언양읍,31710253,2,510089,0,0,0
531583,울산>울주군>온양읍,31710256,2,510089,0,0,0
531584,울산>울주군>범서읍,31710259,2,510089,0,0,0
531585,울산>울주군>서생면,31710310,2,510089,0,0,0
531586,울산>울주군>청량면,31710330,2,510089,0,0,0
531587,울산>울주군>청량읍,31710262,2,510089,0,0,0
531588,울산>울주군>웅촌면,31710340,2,510089,0,0,0
531589,울산>울주군>두동면,31710360,2,510089,0,0,0
531590,울산>울주군>두서면,31710370,2,510089,0,0,0
531591,울산>울주군>상북면,31710380,2,510089,0,0,0
531592,울산>울주군>삼남면,31710390,2,510089,0,0,0
531593,울산>울주군>삼남읍,31710265,2,510089,0,0,0
531594,울산>울주군>삼동면,31710400,2,510089,0,0,0
531743,경기>의정부시>의정부동,41150101,2,510097,0,0,0
531744,경기>의정부시>호원동,41150102,2,510097,0,0,0
531745,경기>의정부시>장암동,41150103,2,510097,0,0,0
531746,경기>의정부시>신곡동,41150104,2,510097,0,0,0
531747,경기>의정부시>용현동,41150105,2,510097,0,0,0
531748,경기>의정부시>민락동,41150106,2,510097,0,0,0
531749,경기>의정부시>낙양동,41150107,2,510097,0,0,0
531750,경기>의정부시>자일동,41150108,2,510097,0,0,0
531751,경기>의정부시>금오동,41150109,2,510097,0,0,0
531752,경기>의정부시>가능동,41150110,2,510097,0,0,0
531753,경기>의정부시>녹양동,41150111,2,510097,0,0,0
531754,경기>의정부시>고산동,41150112,2,510097,0,0,0
531755,경기>의정부시>산곡동,41150113,2,510097,0,0,0
