region_code,parent_code
532165,510114
532166,510114
532167,510114
532168,510114
532169,510114
532170,510114
532171,510114
532172,510114
532173,510114
532174,510114
532175,510114
532176,510114
532177,510114
532178,510114
532179,510114
532180,510114
532181,510114
532182,510114
532183,510114
532184,510114
532185,510114
532186,510114
532187,510114
532188,510114
532189,510114
532190,510114
532191,510114
532192,510114
532193,510114
532194,510114
532195,510114
532197,510115
532198,510115
532199,510115
532200,510115
532201,510115
532202,510115
532203,510115
532204,510115
532205,510115
532206,510115
532207,510115
532208,510115
532209,510115
532210,510115
532211,510115
532212,510115
532213,510115
532214,510115
532215,510115
532216,510115
532217,510115
532218,510115
532219,510115
532220,510115
532221,510115
532223,510116
532224,510116
532225,510116
532226,510116
532227,510116
532228,510116
532229,510116
532230,510116
532231,510116
532232,510116
532233,510116
532234,510116
532235,510116
532236,510116
532237,510116
532238,510116
532239,510116
532240,510116
532241,510116
532242,510116
532243,510116
532244,510116
532245,510116
532246,510116
532247,510116
532248,510116
532249,510116
532250,510116
532251,510116
532252,510116
532253,510116
532254,510116
532255,510116
532256,510116
532257,510116
532258,510116
532259,510116
532260,510116
532261,510116
532262,510116
532263,510116
532264,510116
532265,510116
532266,510116
532267,510116
532269,510117
532270,510117
532271,510117
532272,510117
532273,510117
532274,510117
532275,510117
532276,510117
532277,510117
532278,510117
532279,510117
532280,510117
532281,510117
532282,510117
532283,510117
532285,510118
532286,510118
532287,510118
532288,510118
532289,510118
532290,510118
532291,510118
532292,510118
532293,510118
532294,510118
532295,510118
532296,510118
532297,510118
532298,510118
532299,510118
532300,510118
532301,510118
532302,510118
532303,510118
532304,510118
532305,510118
532306,510118
532307,510118
532308,510118
532309,510118
532310,510118
532311,510118
532312,510118
532313,510118
532314,510118
532315,510118
532316,510118
532317,510118
532318,510118
532319,510118
532320,510118
532321,510118
532322,510118
532323,510118
532325,510119
532326,510119
532327,510119
532328,510119
532329,510119
532330,510119
532331,510119
532332,510119
532333,510119
532334,510119
532335,510119
532336,510119
532337,510119
532338,510119
532339,510119
532340,510119
532341,510119
532342,510119
532343,510119
532344,510119
532345,510119
532346,510119
532347,510119
532348,510119
532349,510119
532350,510119
532351,510119
532352,510119
532354,510120
532355,510120
532356,510120
532357,510120
532358,510120
532359,510120
532360,510120
532361,510120
532362,510120
532363,510120
532364,510120
532365,510120
532366,510120
532367,510120
532368,510120
532369,510120
532370,510120
532371,510120
532372,510120
532373,510120
532374,510120
532375,510120
532377,510121
532378,510121
532379,510121
532380,510121
532381,510121
532382,510121
532383,510121
532384,510121
532385,510121
532386,510121
532387,510121
532388,510121
532389,510121
532390,510121
532391,510121
532392,510121
532393,510121
532394,510121
532396,510122
532397,510122
532398,510122
532399,510122
532400,510122
532401,510122
532402,510122
532403,510122
532404,510122
532405,510122
532406,510122
532407,510122
532408,510122
532409,510122
532410,510122
532411,510122
532412,510122
532413,510122
532414,510122
532415,510122
532416,510122
532417,510122
532418,510122
532419,510122
532420,510122
532421,510122
532422,510122
532423,510122
532424,510122
532425,510122
532426,510122
532427,510122
532428,510122
532430,510123
532431,510123
532432,510123
532433,510123
532434,510123
532435,510123
532436,510123
532437,510123
532438,510123
532439,510123
532441,510124
532442,510124
532443,510124
532444,510124
532445,510124
532446,510124
532447,510124
532449,510125
532450,510125
532451,510125
532452,510125
532453,510125
532454,510125
532455,510125
532456,510125
532457,510125
532458,510125
532459,510125
532460,510125
532465,510129
532466,510129
532467,510129
532468,510129
532469,510129
532470,510129
532471,510129
532472,510129
532473,510129
532474,510129
532475,510129
532476,510129
532477,510129
532478,510129
532479,510129
532480,510129
532481,510129
532482,510129
532483,510129
532484,510129
532485,510129
532486,510129
532487,510129
532488,510129
532489,510129
532490,510129
532491,510129
532492,510129
532493,510129
532494,510129
532495,510129
532496,510129
532497,510129
532498,510129
532499,510129
532500,510129
532501,510129
532502,510129
532503,510129
532505,510130
532506,510130
532507,510130
532508,510130
532509,510130
532510,510130
532511,510130
532512,510130
532513,510130
532514,510130
532515,510130
532516,510130
532517,510130
532518,510130
532519,510130
532520,510130
532521,510130
532522,510130
532523,510130
532524,510130
532525,510130
532526,510130
532527,510130
532528,510130
532529,510130
532530,510130
532531,510130
532533,510131
532534,510131
532535,510131
532536,510131
532537,510131
532538,510131
532539,510131
532540,510131
532541,510131
532542,510131
532543,510131
532544,510131
532545,510131
532546,510131
532547,510131
532548,510131
532549,510131
532550,510131
532551,510131
532552,510131
532553,510131
532554,510131
532555,510131
532556,510131
532557,510131
532558,510131
532559,510131
532560,510131
532561,510131
532562,510131
532563,510131
532564,510131
532565,510131
532566,510131
532567,510131
532568,510131
532569,510131
532570,510131
532571,510131
532572,510131
532573,510131
532574,510131
532575,510131
532576,510131
532577,510131
532578,510131
532579,510131
532581,510132
532582,510132
532583,510132
532584,510132
532585,510132
532586,510132
532587,510132
532588,510132
532589,510132
532590,510132
532591,510132
532592,510132
532593,510132
532594,510132
532595,510132
532596,510132
532597,510132
532598,510132
532599,510132
532600,510132
532601,510132
532602,510132
532603,510132
532604,510132
532605,510132
532606,510132
532607,510132
532608,510132
532609,510132
532610,510132
532611,510132
532612,510132
532613,510132
532614,510132
532615,510132
532616,510132
532618,510133
532619,510133
532620,510133
532621,510133
532622,510133
532623,510133
532624,510133
532625,510133
532626,510133
532627,510133
532628,510133
532629,510133
532630,510133
532631,510133
532632,510133
532633,510133
532634,510133
532636,510134
532637,510134
532638,510134
532639,510134
532640,510134
532641,510134
532642,510134
532643,510134
532644,510134
532645,510134
532646,510134
532647,510134
532648,510134
532650,510135
532651,510135
532652,510135
532653,510135
532654,510135
532655,510135
532656,510135
532657,510135
532658,510135
532659,510135
532660,510135
532661,510135
532662,510135
532663,510135
532664,510135
532665,510135
532666,510135
532667,510135
532668,510135
532669,510135
532670,510135
532671,510135
532672,510135
532673,510135
532674,510135
532675,510135
532676,510135
532677,510135
532678,510135
532679,510135
532680,510135
532681,510135
532682,510135
532683,510135
532684,510135
532686,510136
532687,510136
532688,510136
532689,510136
532690,510136
532691,510136
532692,510136
532693,510136
532694,510136
532695,510136
532696,510136
532698,510137
532699,510137
532700,510137
532701,510137
532702,510137
532703,510137
532704,510137
532705,510137
532706,510137
532708,510138
532709,510138
532710,510138
532711,510138
532712,510138
532713,510138
532714,510138
532715,510138
532716,510138
532717,510138
532718,510138
532720,510139
532721,510139
532722,510139
532723,510139
532724,510139
532725,510139
532726,510139
532727,510139
532729,510140
532730,510140
532731,510140
532732,510140
532733,510140
532734,510140
532735,510140
532736,510140
532737,510140
532739,510141
532740,510141
532741,510141
532742,510141
532743,510141
532744,510141
532745,510141
532746,510141
532747,510141
532748,510141
532749,510141
532751,510142
532752,510142
532753,510142
532754,510142
532755,510142
532757,510143
532758,510143
532759,510143
532760,510143
532761,510143
532763,510144
532764,510144
532765,510144
532766,510144
532767,510144
532768,510144
532770,510145
532771,510145
532772,510145
532773,510145
532774,510145
532775,510145
532777,510146
532778,510146
532779,510146
532780,510146
532781,510146
532782,510146
532788,520171
532789,520171
532790,520171
532791,520171
532792,520171
532793,520171
532794,520171
532795,520171
532796,520171
532797,520171
532798,520171
532799,520171
532800,520171
532801,520171
532802,520171
532803,520171
532804,520171
532805,520171
532806,520171
532807,520171
532808,520171
532809,520171
532810,520171
532811,520171
532812,520171
532813,520171
532814,520171
532815,520171
532816,520171
532817,520171
532818,520171
532820,520172
532821,520172
532822,520172
532823,520172
532824,520172
532825,520172
532826,520172
532827,520172
532828,520172
532829,520172
532830,520172
532831,520172
532832,520172
532833,520172
532835,520173
532836,520173
532837,520173
532838,520173
532839,520173
532840,520173
532841,520173
532842,520173
532843,520173
532844,520173
532845,520173
532846,520173
532847,520173
532848,520173
532849,520173
532850,520173
532851,520173
532852,520173
532853,520173
532854,520173
532855,520173
532856,520173
532857,520173
532858,520173
532859,520173
532860,520173
532861,520173
532862,520173
532863,520173
532864,520173
532865,520173
532866,520173
532867,520173
532868,520173
532870,520174
532871,520174
532872,520174
532873,520174
532874,520174
532875,520174
532876,520174
532877,520174
532878,520174
532879,520174
532880,520174
532881,520174
532882,520174
532883,520174
532884,520174
532885,520174
532887,510151
532888,510151
532889,510151
532890,510151
532891,510151
532892,510151
532893,510151
532894,510151
532895,510151
532896,510151
532897,510151
532898,510151
532899,510151
532900,510151
532901,510151
532902,510151
532903,510151
532904,510151
532905,510151
532906,510151
532907,510151
532908,510151
532909,510151
532910,510151
532911,510151
532912,510151
532913,510151
532914,510151
532915,510151
532916,510151
532917,510151
532918,510151
532919,510151
532920,510151
532921,510151
532922,510151
532923,510151
532924,510151
532925,510151
532927,510152
532928,510152
532929,510152
532930,510152
532931,510152
532932,510152
532933,510152
532934,510152
532935,510152
532936,510152
532937,510152
532938,510152
532939,510152
532940,510152
532941,510152
532942,510152
532943,510152
532944,510152
532945,510152
532946,510152
532947,510152
532948,510152
532949,510152
532950,510152
532951,510152
532952,510152
532953,510152
532954,510152
532955,510152
532956,510152
532957,510152
532958,510152
532959,510152
532960,510152
532961,510152
532962,510152
532964,510153
532965,510153
532966,510153
532967,510153
532968,510153
532969,510153
532970,510153
532971,510153
532972,510153
532973,510153
532974,510153
532976,510154
532977,510154
532978,510154
532979,510154
532980,510154
532981,510154
532982,510154
532983,510154
532984,510154
532986,510155
532987,510155
532988,510155
532989,510155
532990,510155
532991,510155
532992,510155
532993,510155
532994,510155
532995,510155
532996,510155
532998,510156
532999,510156
533001,510157
533002,510157
533003,510157
533004,510157
533005,510157
533006,510157
533007,510157
533008,510157
533010,510158
533011,510158
533012,510158
533013,510158
533014,510158
533015,510158
533016,510158
533017,510158
533018,510158
533019,510158
533020,510158
533022,510159
533023,510159
533024,510159
533025,510159
533026,510159
533027,510159
533028,510159
533029,510159
533030,510159
533032,510160
533033,510160
533034,510160
533035,510160
533036,510160
533037,510160
533038,510160
533039,510160
533045,520189
533046,520189
533047,520189
533048,520189
533049,520189
533050,520189
533051,520189
533052,520189
533053,520189
533054,520189
533055,520189
533056,520189
533057,520189
533058,520189
533059,520189
533060,520189
533061,520189
533062,520189
533063,520189
533064,520189
533065,520189
533066,520189
533067,520189
533068,520189
533069,520189
533070,520189
533071,520189
533072,520189
533074,520190
533075,520190
533076,520190
533077,520190
533078,520190
533079,520190
533080,520190
533081,520190
533082,520190
533083,520190
533084,520190
533085,520190
533086,520190
533087,520190
533088,520190
533090,510165
533091,510165
533092,510165
533093,510165
533094,510165
533095,510165
533096,510165
533097,510165
533098,510165
533099,510165
533100,510165
533101,510165
533102,510165
533103,510165
533104,510165
533105,510165
533106,510165
533107,510165
533108,510165
533109,510165
533110,510165
533111,510165
533112,510165
533113,510165
533114,510165
533115,510165
533116,510165
533117,510165
533118,510165
533119,510165
533120,510165
533121,510165
533122,510165
533123,510165
533124,510165
533125,510165
533126,510165
533128,510166
533129,510166
533130,510166
533131,510166
533132,510166
533133,510166
533134,510166
533135,510166
533136,510166
533137,510166
533138,510166
533139,510166
533140,510166
533141,510166
533142,510166
533143,510166
533144,510166
533145,510166
533146,510166
533147,510166
533148,510166
533150,510167
533151,510167
533152,510167
533153,510167
533154,510167
533155,510167
533156,510167
533157,510167
533158,510167
533159,510167
533160,510167
533161,510167
533162,510167
533163,510167
533164,510167
533165,510167
533166,510167
533167,510167
533168,510167
533169,510167
533170,510167
533171,510167
533172,510167
533173,510167
533174,510167
533175,510167
533176,510167
533177,510167
533178,510167
533179,510167
533181,510168
533182,510168
533183,510168
533184,510168
533185,510168
533186,510168
533187,510168
533188,510168
533189,510168
533190,510168
533191,510168
533192,510168
533193,510168
533194,510168
533195,510168
533196,510168
533197,510168
533198,510168
533199,510168
533200,510168
533201,510168
533202,510168
533203,510168
533204,510168
533206,510169
533207,510169
533208,510169
533209,510169
533210,510169
533211,510169
533212,510169
533213,510169
533214,510169
533215,510169
533216,510169
533217,510169
533218,510169
533219,510169
533220,510169
533221,510169
533222,510169
533223,510169
533224,510169
533225,510169
533226,510169
533227,510169
533228,510169
533229,510169
533231,510170
533232,510170
533233,510170
533234,510170
533236,510171
533237,510171
533238,510171
533239,510171
533240,510171
533241,510171
533242,510171
533243,510171
533244,510171
533245,510171
533246,510171
533247,510171
533248,510171
533249,510171
533250,510171
533251,510171
533252,510171
533253,510171
533254,510171
533255,510171
533256,510171
533257,510171
533259,510172
533260,510172
533261,510172
533262,510172
533263,510172
533264,510172
533265,510172
533266,510172
533267,510172
533268,510172
533270,510173
533271,510173
533272,510173
533273,510173
533274,510173
533275,510173
533276,510173
533277,510173
533278,510173
533279,510173
533280,510173
533281,510173
533282,510173
533283,510173
533284,510173
533285,510173
533287,510174
533288,510174
533289,510174
533290,510174
533291,510174
533292,510174
533293,510174
533294,510174
533295,510174
533296,510174
533297,510174
533298,510174
533299,510174
533301,510175
533302,510175
533303,510175
533304,510175
533305,510175
533306,510175
533307,510175
533308,510175
533309,510175
533310,510175
533312,510176
533313,510176
533314,510176
533315,510176
533316,510176
533317,510176
533318,510176
533319,510176
533320,510176
533321,510176
533322,510176
533323,510176
533325,510177
533326,510177
533327,510177
533328,510177
533329,510177
533330,510177
533331,510177
533332,510177
533333,510177
533334,510177
533335,510177
533336,510177
533338,510178
533339,510178
533340,510178
533341,510178
533342,510178
533343,510178
533344,510178
533345,510178
533351,520209
533352,520209
533353,520209
533354,520209
533355,520209
533356,520209
533357,520209
533358,520209
533359,520209
533360,520209
533361,520209
533362,520209
533363,520209
533364,520209
533365,520209
533366,520209
533367,520209
533368,520209
533369,520209
533370,520209
533371,520209
533372,520209
533373,520209
533374,520209
533375,520209
533376,520209
533377,520209
533378,520209
533379,520209
533380,520209
533381,520209
533382,520209
533383,520209
533384,520209
533385,520209
533386,520209
533387,520209
533388,520209
533389,520209
533390,520209
533391,520209
533392,520209
533393,520209
533394,520209
533395,520209
533396,520209
533397,520209
533399,520210
533400,520210
533401,520210
533402,520210
533403,520210
533404,520210
533405,520210
533406,520210
533407,520210
533408,520210
533409,520210
533410,520210
533411,520210
533412,520210
533413,520210
533414,520210
533415,520210
533416,520210
533417,520210
533418,520210
533419,520210
533420,520210
533421,520210
533422,520210
533423,520210
533424,520210
533425,520210
533426,520210
533427,520210
533428,520210
533429,520210
533430,520210
533431,520210
533432,520210
533433,520210
533434,520210
533435,520210
533437,510183
533438,510183
533439,510183
533440,510183
533441,510183
533442,510183
533443,510183
533444,510183
533445,510183
533446,510183
533447,510183
533448,510183
533449,510183
533450,510183
533451,510183
533452,510183
533453,510183
533454,510183
533455,510183
533456,510183
533457,510183
533458,510183
533459,510183
533460,510183
533461,510183
533462,510183
533463,510183
533464,510183
533465,510183
533466,510183
533467,510183
533468,510183
533469,510183
533470,510183
533471,510183
533472,510183
533473,510183
533474,510183
533475,510183
533476,510183
533477,510183
533478,510183
533479,510183
533480,510183
533481,510183
533482,510183
533483,510183
533484,510183
533485,510183
533486,510183
533487,510183
533488,510183
533489,510183
533490,510183
533491,510183
533492,510183
533493,510183
533494,510183
533495,510183
533496,510183
533497,510183
533498,510183
533499,510183
533501,510184
533502,510184
533503,510184
533504,510184
533505,510184
533506,510184
533507,510184
533508,510184
533509,510184
533510,510184
533511,510184
533512,510184
533513,510184
533514,510184
533515,510184
533516,510184
533517,510184
533518,510184
533519,510184
533520,510184
533521,510184
533522,510184
533523,510184
533524,510184
533525,510184
533526,510184
533527,510184
533528,510184
533529,510184
533530,510184
533531,510184
533532,510184
533533,510184
533534,510184
533535,510184
533536,510184
533537,510184
533538,510184
533539,510184
533540,510184
533541,510184
533542,510184
533543,510184
533544,510184
533545,510184
533546,510184
533547,510184
533548,510184
533549,510184
533550,510184
533551,510184
533553,510185
533554,510185
533555,510185
533556,510185
533557,510185
533558,510185
533559,510185
533560,510185
533561,510185
533562,510185
533563,510185
533564,510185
533565,510185
533566,510185
533567,510185
533568,510185
533569,510185
533570,510185
533571,510185
533572,510185
533573,510185
533574,510185
533575,510185
533576,510185
533577,510185
533578,510185
533579,510185
533580,510185
533581,510185
533582,510185
533583,510185
533584,510185
533585,510185
533586,510185
533587,510185
533588,510185
533589,510185
533590,510185
533591,510185
533592,510185
533593,510185
533594,510185
533596,510186
533597,510186
533598,510186
533599,510186
533600,510186
533601,510186
533602,510186
533603,510186
533604,510186
533605,510186
533606,510186
533607,510186
533608,510186
533609,510186
533610,510186
533611,510186
533612,510186
533613,510186
533614,510186
533615,510186
533616,510186
533617,510186
533618,510186
533619,510186
533620,510186
533621,510186
533622,510186
533623,510186
533624,510186
533625,510186
533626,510186
533627,510186
533628,510186
533629,510186
533630,510186
533631,510186
533632,510186
533633,510186
533634,510186
533636,510187
533637,510187
533638,510187
533639,510187
533640,510187
533641,510187
533642,510187
533643,510187
533644,510187
533645,510187
533646,510187
533647,510187
533648,510187
533649,510187
533650,510187
533651,510187
533652,510187
533653,510187
533654,510187
533655,510187
533656,510187
533657,510187
533658,510187
533659,510187
533660,510187
533661,510187
533662,510187
533663,510187
533664,510187
533665,510187
533666,510187
533667,510187
533668,510187
533669,510187
533670,510187
533671,510187
533672,510187
533673,510187
533674,510187
533675,510187
533676,510187
533677,510187
533678,510187
533679,510187
533680,510187
533682,510188
533683,510188
533684,510188
533685,510188
533686,510188
533687,510188
533688,510188
533689,510188
533690,510188
533691,510188
533692,510188
533693,510188
533694,510188
533695,510188
533697,510189
533698,510189
533699,510189
533700,510189
533701,510189
533702,510189
533703,510189
533704,510189
533705,510189
533706,510189
533707,510189
533709,510190
533710,510190
533711,510190
533712,510190
533713,510190
533714,510190
533716,510191
533717,510191
533718,510191
533719,510191
533720,510191
533721,510191
533722,510191
533724,510192
533725,510192
533726,510192
533727,510192
533728,510192
533729,510192
533730,510192
533731,510192
533732,510192
533733,510192
533734,510192
533735,510192
533737,510193
533738,510193
533739,510193
533740,510193
533741,510193
533742,510193
533743,510193
533744,510193
533745,510193
533746,510193
533747,510193
533749,510194
533750,510194
533751,510194
533752,510194
533753,510194
533754,510194
533755,510194
533756,510194
533757,510194
533758,510194
533759,510194
533760,510194
533761,510194
533762,510194
533764,510195
533765,510195
533766,510195
533767,510195
533768,510195
533769,510195
533770,510195
533771,510195
533772,510195
533773,510195
533774,510195
533775,510195
533776,510195
533781,510199
533782,510199
533783,510199
533784,510199
533785,510199
533786,510199
533787,510199
533788,510199
533789,510199
533790,510199
533791,510199
533792,510199
533793,510199
533794,510199
533795,510199
533796,510199
533797,510199
533798,510199
533799,510199
533800,510199
533801,510199
533802,510199
533803,510199
533804,510199
533805,510199
533806,510199
533807,510199
533808,510199
533809,510199
533810,510199
533811,510199
533812,510199
533813,510199
533814,510199
533815,510199
533816,510199
533817,510199
533818,510199
533819,510199
533820,510199
533821,510199
533822,510199
533823,510199
533824,510199
533825,510199
533826,510199
533827,510199
533828,510199
533829,510199
533830,510199
533831,510199
533832,510199
533833,510199
533834,510199
533835,510199
533836,510199
533837,510199
533838,510199
533839,510199
533840,510199
533841,510199
533842,510199
533843,510199
533844,510199
533846,510200
533847,510200
533848,510200
533849,510200
533850,510200
533851,510200
533852,510200
533853,510200
533854,510200
533855,510200
533856,510200
533857,510200
533858,510200
533859,510200
533860,510200
533861,510200
533862,510200
533863,510200
533864,510200
533865,510200
533866,510200
533867,510200
533868,510200
533869,510200
533870,510200
533871,510200
533872,510200
533873,510200
533874,510200
533875,510200
533876,510200
533877,510200
533878,510200
533879,510200
533880,510200
533881,510200
533882,510200
533883,510200
533884,510200
533885,510200
533886,510200
533887,510200
533888,510200
533889,510200
533890,510200
533891,510200
533892,510200
533893,510200
533894,510200
533895,510200
533896,510200
533897,510200
533898,510200
533899,510200
533900,510200
533901,510200
533902,510200
533903,510200
533905,510201
533906,510201
533907,510201
533908,510201
533909,510201
533910,510201
533911,510201
533912,510201
533913,510201
533914,510201
533915,510201
533916,510201
533917,510201
533918,510201
533919,510201
533920,510201
533921,510201
533922,510201
533923,510201
533924,510201
533925,510201
533926,510201
533927,510201
533928,510201
533929,510201
533930,510201
533931,510201
533932,510201
533933,510201
533934,510201
533935,510201
533936,510201
533937,510201
533938,510201
533939,510201
533940,510201
533941,510201
533942,510201
533943,510201
533944,510201
533945,510201
533946,510201
533947,510201
533948,510201
533950,510202
533951,510202
533952,510202
533953,510202
533954,510202
533955,510202
533956,510202
533957,510202
533958,510202
533959,510202
533960,510202
533961,510202
533962,510202
533963,510202
533964,510202
533965,510202
533966,510202
533967,510202
533968,510202
533969,510202
533970,510202
533971,510202
533972,510202
533973,510202
533974,510202
533975,510202
533976,510202
533977,510202
533978,510202
533979,510202
533980,510202
533981,510202
533982,510202
533983,510202
533984,510202
533985,510202
533986,510202
533987,510202
533988,510202
533989,510202
533990,510202
533991,510202
533992,510202
533993,510202
533994,510202
533995,510202
533996,510202
533998,510203
533999,510203
534000,510203
534001,510203
534002,510203
534003,510203
534004,510203
534005,510203
534006,510203
534007,510203
534008,510203
534009,510203
534010,510203
534011,510203
534012,510203
534013,510203
534014,510203
534016,510204
534017,510204
534018,510204
534019,510204
534020,510204
534021,510204
534022,510204
534023,510204
534024,510204
534025,510204
534026,510204
534027,510204
534028,510204
534030,510205
534031,510205
534032,510205
534033,510205
534034,510205
534035,510205
534036,510205
534037,510205
534038,510205
534039,510205
534040,510205
534042,510206
534043,510206
534044,510206
534045,510206
534046,510206
534047,510206
534048,510206
534049,510206
534051,510207
534052,510207
534053,510207
534054,510207
534055,510207
534056,510207
534057,510207
534058,510207
534059,510207
534060,510207
534061,510207
534062,510207
534063,510207
534064,510207
534065,510207
534066,510207
534068,510208
534069,510208
534070,510208
534071,510208
534072,510208
534073,510208
534074,510208
534075,510208
534076,510208
534077,510208
534078,510208
534079,510208
534081,510209
534082,510209
534083,510209
534084,510209
534085,510209
534086,510209
534087,510209
534088,510209
534089,510209
534090,510209
534091,510209
534092,510209
534093,510209
534094,510209
534095,510209
534097,510210
534098,510210
534099,510210
534100,510210
534101,510210
534102,510210
534103,510210
534104,510210
534105,510210
534106,510210
534108,510211
534109,510211
534110,510211
534111,510211
534112,510211
534113,510211
534114,510211
534115,510211
534116,510211
534117,510211
534118,510211
534120,510212
534121,510212
534122,510212
534123,510212
534124,510212
534125,510212
534126,510212
534127,510212
534128,510212
534129,510212
534130,510212
534131,510212
534132,510212
534133,510212
534135,510213
534136,510213
534137,510213
534138,510213
534139,510213
534140,510213
534141,510213
534142,510213
534143,510213
534144,510213
534145,510213
534147,510214
534148,510214
534149,510214
534150,510214
534151,510214
534152,510214
534153,510214
534154,510214
534155,510214
534157,510215
534158,510215
534159,510215
534160,510215
534161,510215
534162,510215
534163,510215
534164,510215
534165,510215
534167,510216
534168,510216
534169,510216
534170,510216
534171,510216
534172,510216
534173,510216
534174,510216
534175,510216
534176,510216
534177,510216
534179,510217
534180,510217
534181,510217
534182,510217
534183,510217
534184,510217
534185,510217
534186,510217
534187,510217
534188,510217
534189,510217
534191,510218
534192,510218
534193,510218
534194,510218
534195,510218
534196,510218
534197,510218
534198,510218
534199,510218
534200,510218
534201,510218
534202,510218
534204,510219
534205,510219
534206,510219
534207,510219
534208,510219
534209,510219
534210,510219
534212,510220
534213,510220
534214,510220
534215,510220
534216,510220
534217,510220
534218,510220
534219,510220
534220,510220
534221,510220
534222,510220
534223,510220
534224,510220
534225,510220
534231,520253
534232,520253
534233,520253
534234,520253
534235,520253
534236,520253
534237,520253
534238,520253
534239,520253
534240,520253
534241,520253
534242,520253
534243,520253
534244,520253
534245,520253
534246,520253
534247,520253
534248,520253
534249,520253
534250,520253
534251,520253
534252,520253
534253,520253
534254,520253
534256,520254
534257,520254
534258,520254
534259,520254
534260,520254
534261,520254
534262,520254
534263,520254
534264,520254
534265,520254
534266,520254
534267,520254
534268,520254
534269,520254
534270,520254
534271,520254
534272,520254
534273,520254
534274,520254
534275,520254
534276,520254
534277,520254
534278,520254
534279,520254
534280,520254
534281,520254
534282,520254
534283,520254
534284,520254
534285,520254
534286,520254
534288,510225
534289,510225
534290,510225
534291,510225
534292,510225
534293,510225
534294,510225
534295,510225
534296,510225
534297,510225
534298,510225
534299,510225
534300,510225
534301,510225
534302,510225
534303,510225
534304,510225
534305,510225
534306,510225
534307,510225
534308,510225
534309,510225
534310,510225
534311,510225
534312,510225
534313,510225
534314,510225
534315,510225
534316,510225
534317,510225
534318,510225
534319,510225
534320,510225
534321,510225
534322,510225
534323,510225
534324,510225
534325,510225
534326,510225
534327,510225
534328,510225
534329,510225
534330,510225
534331,510225
534332,510225
534333,510225
534334,510225
534335,510225
534336,510225
534337,510225
534338,510225
534339,510225
534340,510225
534341,510225
534342,510225
534343,510225
534344,510225
534346,510226
534347,510226
534348,510226
534349,510226
534350,510226
534351,510226
534352,510226
534353,510226
534354,510226
534355,510226
534356,510226
534357,510226
534358,510226
534359,510226
534360,510226
534361,510226
534362,510226
534363,510226
534364,510226
534365,510226
534366,510226
534367,510226
534368,510226
534369,510226
534370,510226
534371,510226
534372,510226
534373,510226
534374,510226
534375,510226
534376,510226
534377,510226
534378,510226
534379,510226
534380,510226
534382,510227
534383,510227
534384,510227
534385,510227
534386,510227
534387,510227
534388,510227
534389,510227
534390,510227
534391,510227
534392,510227
534393,510227
534394,510227
534395,510227
534396,510227
534397,510227
534398,510227
534399,510227
534400,510227
534401,510227
534402,510227
534403,510227
534404,510227
534405,510227
534406,510227
534407,510227
534408,510227
534409,510227
534410,510227
534411,510227
534412,510227
534413,510227
534414,510227
534415,510227
534416,510227
534417,510227
534418,510227
534419,510227
534420,510227
534421,510227
534422,510227
534423,510227
534424,510227
534425,510227
534426,510227
534427,510227
534428,510227
534429,510227
534430,510227
534431,510227
534432,510227
534433,510227
534434,510227
534435,510227
534436,510227
534437,510227
534439,510228
534440,510228
534441,510228
534442,510228
534443,510228
534444,510228
534445,510228
534446,510228
534447,510228
534448,510228
534449,510228
534450,510228
534451,510228
534452,510228
534453,510228
534454,510228
534455,510228
534456,510228
534457,510228
534458,510228
534459,510228
534460,510228
534461,510228
534462,510228
534463,510228
534464,510228
534465,510228
534466,510228
534467,510228
534468,510228
534469,510228
534470,510228
534471,510228
534472,510228
534473,510228
534474,510228
534475,510228
534476,510228
534477,510228
534479,510229
534480,510229
534481,510229
534482,510229
534483,510229
534484,510229
534485,510229
534486,510229
534487,510229
534488,510229
534489,510229
534490,510229
534491,510229
534492,510229
534493,510229
534494,510229
534495,510229
534496,510229
534497,510229
534498,510229
534499,510229
534500,510229
534501,510229
534503,510230
534504,510230
534505,510230
534506,510230
534507,510230
534508,510230
534509,510230
534510,510230
534511,510230
534512,510230
534513,510230
534514,510230
534515,510230
534516,510230
534517,510230
534518,510230
534519,510230
534520,510230
534521,510230
534522,510230
534523,510230
534524,510230
534525,510230
534526,510230
534527,510230
534528,510230
534529,510230
534530,510230
534531,510230
534532,510230
534533,510230
534534,510230
534535,510230
534536,510230
534537,510230
534538,510230
534539,510230
534540,510230
534541,510230
534542,510230
534543,510230
534545,510231
534546,510231
534547,510231
534548,510231
534549,510231
534550,510231
534551,510231
534552,510231
534553,510231
534554,510231
534555,510231
534556,510231
534557,510231
534558,510231
534559,510231
534560,510231
534561,510231
534562,510231
534563,510231
534564,510231
534565,510231
534566,510231
534567,510231
534568,510231
534569,510231
534570,510231
534571,510231
534572,510231
534573,510231
534574,510231
534575,510231
534576,510231
534577,510231
534578,510231
534579,510231
534580,510231
534581,510231
534582,510231
534583,510231
534584,510231
534585,510231
534586,510231
534587,510231
534588,510231
534589,510231
534590,510231
534591,510231
534592,510231
534593,510231
534594,510231
534595,510231
534596,510231
534597,510231
534598,510231
534599,510231
534601,510232
534602,510232
534603,510232
534604,510232
534605,510232
534606,510232
534607,510232
534608,510232
534609,510232
534610,510232
534611,510232
534612,510232
534613,510232
534614,510232
534615,510232
534616,510232
534617,510232
534618,510232
534619,510232
534620,510232
534622,510233
534623,510233
534624,510233
