region_code,parent_code
530383,510023
530384,510023
530385,510023
530387,510024
530388,510024
530389,510024
530390,510024
530391,510024
530392,510024
530393,510024
530394,510024
530395,510024
530396,510024
530398,510025
530399,510025
530400,510025
530402,510026
530403,510026
530404,510026
530405,510026
530406,510026
530407,510026
530408,510026
530409,510026
530410,510026
530411,510026
530412,510026
530413,510026
530414,510026
530415,510026
530416,510026
530417,510026
530418,510026
530419,510026
530420,510026
530421,510026
530422,510026
530423,510026
530424,510026
530425,510026
530426,510026
530427,510026
530428,510026
530429,510026
530430,510026
530431,510026
530432,510026
530433,510026
530434,510026
530435,510026
530437,510027
530438,510027
530439,510027
530440,510027
530441,510027
530442,510027
530443,510027
530444,510027
530445,510027
530447,510028
530448,510028
530449,510028
530451,510029
530452,510029
530453,510029
530454,510029
530455,510029
530456,510029
530457,510029
530458,510029
530459,510029
530460,510029
530462,510030
530463,510030
530464,510030
530465,510030
530466,510030
530467,510030
530468,510030
530469,510030
530470,510030
530471,510030
530472,510030
530473,510030
530474,510030
530475,510030
530477,510031
530478,510031
530479,510031
530480,510031
530481,510031
530482,510031
530483,510031
530484,510031
530485,510031
530486,510031
530487,510031
530488,510031
530489,510031
530491,510032
530492,510032
530493,510032
530494,510032
530495,510032
530496,510032
530497,510032
530498,510032
530499,510032
530500,0
530502,510034
530503,510034
530504,510034
530505,510034
530506,510034
530507,510034
530508,510034
530509,510034
530510,510034
530511,510034
530512,510034
530513,510034
530514,510034
530515,510034
530516,510034
530517,510034
530518,510034
530519,510034
530520,510034
530521,510034
530522,510034
530523,510034
530524,510034
530525,510034
530526,510034
530527,510034
530528,510034
530529,510034
530530,510034
530531,510034
530532,510034
530533,510034
530534,510034
530535,510034
530536,510034
530537,510034
530538,510034
530539,510034
530540,510034
530541,510034
530542,510034
530544,510035
530545,510035
530546,510035
530547,510035
530548,510035
530549,510035
530550,510035
530551,510035
530552,510035
530553,510035
530554,510035
530555,510035
530556,510035
530557,510035
530558,510035
530559,510035
530560,510035
530561,510035
530562,510035
530563,510035
530564,510035
530565,510035
530566,510035
530567,510035
530569,510036
530570,510036
530571,510036
530572,510036
530574,510037
530575,510037
530576,510037
530577,510037
530578,510037
530579,510037
530580,510037
530581,510037
530582,510037
530583,510037
530584,510037
530585,510037
530586,510037
530587,510037
530588,510037
530589,510037
530590,510037
530591,510037
530592,510037
530593,510037
530594,510037
530596,510038
530597,510038
530598,510038
530599,510038
530600,510038
530601,510038
530602,510038
530603,510038
530604,510038
530605,510038
530606,510038
530608,510039
530609,510039
530610,510039
530611,510039
530612,510039
530613,510039
530614,510039
530615,510039
530616,510039
530618,510040
530619,510040
530620,510040
530621,510040
530622,510040
530623,510040
530625,510041
530626,510041
530627,510041
530628,510041
530629,510041
530631,510042
530632,510042
530633,510042
530634,510042
530635,510042
530636,510042
530637,510042
530638,510042
530640,510043
530641,510043
530642,510043
530643,510043
530644,510043
530645,510043
530646,510043
530647,510043
530649,510044
530650,510044
530651,510044
530652,510044
530653,510044
530654,510044
530655,510044
530656,510044
530657,510044
530658,510044
530659,510044
530660,510044
530661,510044
530663,510045
530664,510045
530665,510045
530666,510045
530667,510045
530668,510045
530669,510045
530670,510045
530671,510045
530672,510045
530673,510045
530674,510045
530675,510045
530676,510045
530677,510045
530678,510045
530679,510045
530680,510045
530681,510045
530682,510045
530683,510045
530684,510045
530686,510046
530687,510046
530689,510047
530690,510047
530691,510047
530692,510047
530693,510047
530695,510048
530696,510048
530697,510048
530698,510048
530699,510048
530700,510048
530701,510048
530702,510048
530704,510049
530705,510049
530706,510049
530707,510049
530708,510049
530709,510049
530710,510049
530713,510051
530714,510051
530715,510051
530716,510051
530717,510051
530718,510051
530719,510051
530720,510051
530721,510051
530722,510051
530723,510051
530724,510051
530725,510051
530726,510051
530727,510051
530728,510051
530729,510051
530730,510051
530731,510051
530732,510051
530733,510051
530734,510051
530735,510051
530736,510051
530737,510051
530738,510051
530739,510051
530740,510051
530741,510051
530742,510051
530743,510051
530744,510051
530745,510051
530746,510051
530747,510051
530748,510051
530749,510051
530750,510051
530751,510051
530752,510051
530753,510051
530754,510051
530755,510051
530756,510051
530757,510051
530758,510051
530759,510051
530760,510051
530761,510051
530762,510051
530763,510051
530764,510051
530765,510051
530766,510051
530767,510051
530768,510051
530769,510051
530771,510052
530772,510052
530773,510052
530774,510052
530775,510052
530776,510052
530777,510052
530778,510052
530779,510052
530780,510052
530781,510052
530782,510052
530783,510052
530784,510052
530785,510052
530786,510052
530787,510052
530788,510052
530789,510052
530790,510052
530791,510052
530792,510052
530793,510052
530794,510052
530795,510052
530796,510052
530797,510052
530798,510052
530799,510052
530800,510052
530801,510052
530802,510052
530803,510052
530804,510052
530805,510052
530806,510052
530807,510052
530808,510052
530809,510052
530810,510052
530811,510052
530812,510052
530813,510052
530814,510052
530815,510052
530817,510053
530818,510053
530819,510053
530820,510053
530821,510053
530822,510053
530823,510053
530824,510053
530825,510053
530827,510054
530828,510054
530829,510054
530831,510055
530832,510055
530833,510055
530834,510055
530835,510055
530836,510055
530837,510055
530838,510055
530839,510055
530840,510055
530841,510055
530842,510055
530843,510055
530844,510055
530845,510055
530846,510055
530847,510055
530848,510055
530849,510055
530850,510055
530851,510055
530852,510055
530853,510055
530854,510055
530855,510055
530856,510055
530857,510055
530858,510055
530859,510055
530860,510055
530861,510055
530863,510056
530864,510056
530865,510056
530866,510056
530867,510056
530868,510056
530869,510056
530870,510056
530871,510056
530872,510056
530873,510056
530874,510056
530875,510056
530876,510056
530877,510056
530878,510056
530879,510056
530880,510056
530881,510056
530882,510056
530883,510056
530884,510056
530885,510056
530886,510056
530887,510056
530888,510056
530890,510057
530891,510057
530892,510057
530893,510057
530894,510057
530895,510057
530896,510057
530897,510057
530898,510057
530899,510057
530900,510057
530901,510057
530902,510057
530903,510057
530904,510057
530905,510057
530906,510057
530907,510057
530908,510057
530909,510057
530910,510057
530911,510057
530912,510057
530913,510057
530915,510058
530916,510058
530917,510058
530918,510058
530919,510058
530920,510058
530921,510058
530922,510058
530923,510058
530924,510058
530925,510058
530926,510058
530928,510059
530929,510059
530930,510059
530931,510059
530932,510059
530933,510059
530934,510059
530935,510059
530938,510061
530939,510061
530940,510061
530941,510061
530942,510061
530943,510061
530944,510061
530945,510061
530946,510061
530947,510061
530948,510061
530949,510061
530950,510061
530951,510061
530952,510061
530953,510061
530954,510061
530955,510061
530956,510061
530957,510061
530958,510061
530959,510061
530960,510061
530961,510061
530962,510061
530963,510061
530964,510061
530965,510061
530966,510061
530967,510061
530968,510061
530969,510061
530970,510061
530971,510061
530972,510061
530973,510061
530974,510061
530975,510061
530976,510061
530977,510061
530978,510061
530979,510061
530980,510061
530981,510061
530982,510061
530983,510061
530984,510061
530985,510061
530986,510061
530987,510061
530988,510061
530989,510061
530991,510062
530992,510062
530993,510062
530994,510062
530995,510062
530996,510062
530997,510062
530999,510063
531000,510063
531001,510063
531002,510063
531003,510063
531004,510063
531005,510063
531007,510064
531008,510064
531009,510064
531010,510064
531011,510064
531012,510064
531013,510064
531015,510065
531016,510065
531017,510065
531018,510065
531019,510065
531020,510065
531022,510066
531023,510066
531024,510066
531025,510066
531026,510066
531027,510066
531028,510066
531029,510066
531030,510066
531031,510066
531032,510066
531034,510067
531035,510067
531036,510067
531037,510067
531038,510067
531039,510067
531040,510067
531041,510067
531042,510067
531044,510068
531045,510068
531046,510068
531047,510068
531048,510068
531049,510068
531050,510068
531051,510068
531052,510068
531053,510068
531054,510068
531055,510068
531056,510068
531057,510068
531058,510068
531059,510068
531060,510068
531061,510068
531062,510068
531063,510068
531064,510068
531065,510068
531066,510068
531068,510069
531069,510069
531070,510069
531071,510069
531072,510069
531073,510069
531074,510069
531075,510069
531076,510069
531077,510069
531078,510069
531079,510069
531080,510069
531081,510069
531082,510069
531083,510069
531084,510069
531085,510069
531086,510069
531087,510069
531088,510069
531090,510070
531091,510070
531092,510070
531093,510070
531094,510070
531095,510070
531096,510070
531097,510070
531098,510070
531099,510070
531100,510070
531101,510070
531102,510070
531104,510071
531105,510071
531106,510071
531107,510071
531108,510071
531109,510071
531110,510071
531113,510073
531114,510073
531115,510073
531116,510073
531117,510073
531118,510073
531119,510073
531120,510073
531121,510073
531122,510073
531123,510073
531124,510073
531125,510073
531126,510073
531127,510073
531128,510073
531129,510073
531130,510073
531131,510073
531132,510073
531133,510073
531134,510073
531135,510073
531136,510073
531137,510073
531138,510073
531139,510073
531140,510073
531141,510073
531142,510073
531143,510073
531144,510073
531145,510073
531146,510073
531148,510074
531149,510074
531150,510074
531151,510074
531152,510074
531153,510074
531154,510074
531155,510074
531156,510074
531157,510074
531158,510074
531159,510074
531160,510074
531161,510074
531162,510074
531163,510074
531164,510074
531165,510074
531167,510075
531168,510075
531169,510075
531170,510075
531171,510075
531172,510075
531173,510075
531174,510075
531175,510075
531176,510075
531177,510075
531178,510075
531179,510075
531180,510075
531181,510075
531182,510075
531183,510075
531184,510075
531185,510075
531186,510075
531187,510075
531188,510075
531189,510075
531190,510075
531191,510075
531192,510075
531193,510075
531194,510075
531195,510075
531196,510075
531198,510076
531199,510076
531200,510076
531201,510076
531202,510076
531203,510076
531204,510076
531205,510076
531206,510076
531207,510076
531208,510076
531209,510076
531210,510076
531211,510076
531212,510076
531213,510076
531214,510076
531215,510076
531216,510076
531217,510076
531218,510076
531219,510076
531220,510076
531221,510076
531222,510076
531223,510076
531224,510076
531225,510076
531226,510076
531227,510076
531228,510076
531229,510076
531230,510076
531231,510076
531232,510076
531233,510076
531234,510076
531235,510076
531236,510076
531237,510076
531238,510076
531240,510077
531241,510077
531242,510077
531243,510077
531244,510077
531245,510077
531246,510077
531247,510077
531248,510077
531249,510077
531250,510077
531251,510077
531252,510077
531253,510077
531254,510077
531255,510077
531256,510077
531257,510077
531258,510077
531259,510077
531260,510077
531261,510077
531262,510077
531263,510077
531264,510077
531265,510077
531266,510077
531267,510077
531268,510077
531269,510077
531270,510077
531271,510077
531272,510077
531273,510077
531274,510077
531275,510077
531276,510077
531277,510077
531278,510077
531279,510077
531280,510077
531281,510077
531282,510077
531283,510077
531284,510077
531285,510077
531286,510077
531287,510077
531288,510077
531289,510077
531290,510077
531291,510077
531292,510077
531293,510077
531294,510077
531295,510077
531296,510077
531297,510077
531298,510077
531299,510077
531300,510077
531301,510077
531302,510077
531303,510077
531304,510077
531305,510077
531306,510077
531307,510077
531308,510077
531309,510077
531310,510077
531311,510077
531312,510077
531313,510077
531314,510077
531315,510077
531316,510077
531317,510077
531318,510077
531321,510079
531322,510079
531323,510079
531324,510079
531325,510079
531326,510079
531327,510079
531328,510079
531329,510079
531330,510079
531331,510079
531332,510079
531333,510079
531334,510079
531335,510079
531336,510079
531337,510079
531338,510079
531339,510079
531340,510079
531341,510079
531342,510079
531343,510079
531344,510079
531345,510079
531346,510079
531347,510079
531348,510079
531349,510079
531350,510079
531351,510079
531352,510079
531353,510079
531354,510079
531355,510079
531356,510079
531357,510079
531358,510079
531359,510079
531360,510079
531361,510079
531362,510079
531363,510079
531364,510079
531365,510079
531367,510080
531368,510080
531369,510080
531370,510080
531371,510080
531372,510080
531373,510080
531374,510080
531375,510080
531376,510080
531377,510080
531378,510080
531379,510080
531380,510080
531381,510080
531382,510080
531383,510080
531384,510080
531385,510080
531386,510080
531387,510080
531388,510080
531389,510080
531390,510080
531391,510080
531392,510080
531394,510081
531395,510081
531396,510081
531397,510081
531398,510081
531399,510081
531400,510081
531401,510081
531402,510081
531403,510081
531404,510081
531405,510081
531406,510081
531407,510081
531408,510081
531409,510081
531410,510081
531411,510081
531412,510081
531413,510081
531414,510081
531415,510081
531416,510081
531417,510081
531418,510081
531419,510081
531420,510081
531421,510081
531423,510082
531424,510082
531425,510082
531426,510082
531427,510082
531428,510082
531429,510082
531430,510082
531431,510082
531432,510082
531433,510082
531434,510082
531435,510082
531436,510082
531437,510082
531438,510082
531439,510082
531440,510082
531441,510082
531442,510082
531443,510082
531444,510082
531445,510082
531446,510082
531447,510082
531448,510082
531449,510082
531450,510082
531451,510082
531452,510082
531453,510082
531454,510082
531455,510082
531456,510082
531457,510082
531458,510082
531459,510082
531460,510082
531461,510082
531462,510082
531463,510082
531464,510082
531465,510082
531466,510082
531467,510082
531468,510082
531469,510082
531470,510082
531471,510082
531472,510082
531473,510082
531474,510082
531475,510082
531477,510083
531478,510083
531479,510083
531480,510083
531481,510083
531482,510083
531483,510083
531484,510083
531485,510083
531486,510083
531487,510083
531488,510083
531489,510083
531490,510083
531491,510083
531492,510083
531493,510083
531494,510083
531495,510083
531496,510083
531497,510083
531498,510083
531499,510083
531500,510083
531501,510083
531502,510083
531505,510085
531506,510085
531507,510085
531508,510085
531509,510085
531510,510085
531511,510085
531512,510085
531513,510085
531514,510085
531515,510085
531516,510085
531517,510085
531518,510085
531519,510085
531520,510085
531521,510085
531522,510085
531524,510086
531525,510086
531526,510086
531527,510086
531528,510086
531529,510086
531530,510086
531531,510086
531532,510086
531533,510086
531534,510086
531535,510086
531536,510086
531537,510086
531538,510086
531539,510086
531540,510086
531541,510086
531542,510086
531544,510087
531545,510087
531546,510087
531547,510087
531548,510087
531549,510087
531550,510087
531551,510087
531553,510088
531554,510088
531555,510088
531556,510088
531557,510088
531558,510088
531559,510088
531560,510088
531561,510088
531562,510088
531563,510088
531564,510088
531565,510088
531566,510088
531567,510088
531568,510088
531569,510088
531570,510088
531571,510088
531572,510088
531573,510088
531574,510088
531575,510088
531576,510088
531577,510088
531578,510088
531579,510088
531581,510089
531582,510089
531583,510089
531584,510089
531585,510089
531586,510089
531587,510089
531588,510089
531589,510089
531590,510089
531591,510089
531592,510089
531593,510089
531594,510089
531597,500014
531598,500014
531599,500014
531600,500014
531601,500014
531602,500014
531603,500014
531604,500014
531605,500014
531606,500014
531607,500014
531608,500014
531609,500014
531610,500014
531611,500014
531612,500014
531613,500014
531614,500014
531615,500014
531616,500014
531617,500014
531618,500014
531619,500014
531620,500014
531621,500014
531622,500014
531623,500014
531624,500014
531625,500014
531626,500014
531627,500014
531628,500014
531629,500014
531635,520096
531636,520096
531637,520096
531638,520096
531639,520096
531640,520096
531641,520096
531642,520096
531643,520096
531644,520096
531645,520096
531647,520097
531648,520097
531649,520097
531650,520097
531651,520097
531652,520097
531653,520097
531654,520097
531655,520097
531656,520097
531657,520097
531658,520097
531659,520097
531660,520097
531661,520097
531662,520097
531664,520098
531665,520098
531666,520098
531667,520098
531668,520098
531669,520098
531670,520098
531671,520098
531672,520098
531673,520098
531674,520098
531675,520098
531676,520098
531677,520098
531678,520098
531679,520098
531680,520098
531681,520098
531682,520098
531683,520098
531684,520098
531685,520098
531687,520099
531688,520099
531689,520099
531690,520099
531691,520099
531692,520099
531693,520099
531696,520101
531697,520101
531698,520101
531699,520101
531700,520101
531701,520101
531702,520101
531703,520101
531704,520101
531705,520101
531706,520101
531707,520101
531708,520101
531709,520101
531710,520101
531711,520101
531712,520101
531714,520102
531715,520102
531716,520102
531717,520102
531718,520102
531719,520102
531720,520102
531721,520102
531722,520102
531724,520103
531725,520103
531726,520103
531727,520103
531728,520103
531729,520103
531730,520103
531731,520103
531732,520103
531733,520103
531734,520103
531735,520103
531736,520103
531737,520103
531738,520103
531739,520103
531740,520103
531741,520103
531743,510097
531744,510097
531745,510097
531746,510097
531747,510097
531748,510097
531749,510097
531750,510097
531751,510097
531752,510097
531753,510097
531754,510097
531755,510097
531758,520106
531759,520106
531760,520106
531762,520107
531763,520107
531764,520107
531765,520107
531767,510099
531768,510099
531769,510099
531770,510099
531771,510099
531772,510099
531773,510099
531774,510099
531775,510099
531776,510099
531777,510099
531778,510099
531779,510099
531780,510099
531781,510099
531782,510099
531783,510099
531784,510099
531785,510099
531786,510099
531787,510099
531788,510099
531789,510099
531790,510099
531791,520109
531792,520109
531793,520109
531794,520109
531795,520109
531796,520109
531797,520109
531798,520109
531799,520109
531800,520110
531801,520110
531802,520110
531803,520110
531804,520110
531805,520110
531806,520110
531807,520111
531808,520111
531809,520111
531810,520111
531811,520111
531812,520111
531813,520111
531814,520111
531816,510100
531817,510100
531818,510100
531819,510100
531820,510100
531821,510100
531822,510100
531823,510100
531825,510101
531826,510101
531827,510101
531828,510101
531829,510101
531830,510101
531831,510101
531832,510101
531833,510101
531834,510101
531835,510101
531836,510101
531837,510101
531838,510101
531839,510101
531840,510101
531841,510101
531842,510101
531843,510101
531844,510101
531845,510101
531846,510101
531847,510101
531848,510101
531849,510101
531850,510101
531851,510101
531852,510101
531853,510101
531854,510101
531855,510101
531856,510101
531857,510101
531858,510101
531859,510101
531860,510101
531861,510101
531862,510101
531864,510102
531865,510102
531866,510102
531867,510102
531868,510102
531869,510102
531870,510102
531871,510102
531872,510102
531873,510102
531874,510102
531875,510102
531878,520116
531879,520116
531880,520116
531881,520116
531882,520116
531883,520116
531884,520116
531885,520116
531886,520116
531887,520116
531888,520116
531889,520116
531890,520116
531891,520116
531892,520116
531894,520117
531895,520117
531896,520117
531897,520117
531898,520117
531899,520117
531900,520117
531901,520117
531902,520117
531903,520117
531904,520117
531905,520117
531906,520117
531907,520117
531908,520117
531911,520119
531912,520119
531913,520119
531914,520119
531915,520119
531916,520119
531917,520119
531918,520119
531919,520119
531920,520119
531921,520119
531922,520119
531923,520119
531924,520119
531925,520119
531926,520119
531927,520119
531928,520119
531929,520119
531930,520119
531931,520119
531932,520119
531933,520119
531934,520119
531935,520119
531936,520119
531937,520119
531938,520119
531939,520119
531940,520119
531941,520119
531942,520119
531944,520120
531945,520120
531946,520120
531947,520120
531948,520120
531949,520120
531950,520120
531951,520120
531952,520120
531953,520120
531954,520120
531955,520120
531956,520120
531958,520121
531959,520121
531960,520121
531961,520121
531962,520121
531963,520121
531964,520121
531965,520121
531967,510105
531968,510105
531969,510105
531970,510105
531971,510105
531972,510105
531973,510105
531974,510105
531975,510105
531976,510105
531978,510106
531979,510106
531980,510106
531981,510106
531982,510106
531983,510106
531984,510106
531986,510107
531987,510107
531988,510107
531989,510107
531990,510107
531991,510107
531992,510107
531993,510107
531994,510107
531995,510107
531996,510107
531997,510107
531998,510107
531999,510107
532000,510107
532001,510107
532002,510107
532003,510107
532004,510107
532005,510107
532006,510107
532007,510107
532009,510108
532010,510108
532011,510108
532012,510108
532013,510108
532014,510108
532015,510108
532016,510108
532017,510108
532018,510108
532019,510108
532020,510108
532021,510108
532022,510108
532023,510108
532024,510108
532025,510108
532026,510108
532027,510108
532028,510108
532029,510108
532030,510108
532031,510108
532032,510108
532034,510109
532035,510109
532036,510109
532037,510109
532038,510109
532039,510109
532040,510109
532041,510109
532042,510109
532043,510109
532044,510109
532045,510109
532046,510109
532047,510109
532048,510109
532049,510109
532050,510109
532051,510109
532052,510109
532053,510109
532054,510109
532055,510109
532056,510109
532057,510109
532058,510109
532059,510109
532060,510109
532061,510109
532062,510109
532063,510109
532064,510109
532066,510110
532067,510110
532068,510110
532069,510110
532070,510110
532071,510110
532072,510110
532073,510110
532074,510110
532076,510111
532077,510111
532078,510111
532079,510111
532080,510111
532081,510111
532082,510111
532083,510111
532084,510111
532085,510111
532086,510111
532088,510112
532089,510112
532090,510112
532091,510112
532092,510112
532093,510112
532094,510112
532095,510112
532096,510112
532097,510112
532098,510112
532099,510112
532100,510112
532101,510112
532102,510112
532103,510112
532104,510112
532105,510112
532106,510112
532107,510112
532108,510112
532109,510112
532110,510112
532111,510112
532114,520131
532115,520131
532116,520131
532117,520131
532118,520131
532119,520131
532120,520131
532121,520131
532122,520131
532123,520131
532124,520131
532125,520131
532126,520131
532127,520131
532128,520131
532129,520131
532130,520131
532131,520131
532132,520131
532133,520131
532135,520132
532136,520132
532137,520132
532138,520132
532139,520132
532140,520132
532141,520132
532142,520132
532143,520132
532144,520132
532145,520132
532146,520132
532147,520132
532148,520132
532149,520132
532150,520132
532151,520132
532152,520132
532154,520133
532155,520133
532156,520133
532157,520133
532158,520133
532159,520133
532160,520133
532162,510114
532163,510114
532164,510114
